acc,1559668794.57974,-54,7,13,
acc,1559668794.61099,-52,0,24,
acc,1559668794.64224,-36,-16,40,
acc,1559668794.6735,-36,-27,56,
acc,1559668794.70475,-33,-44,76,
acc,1559668794.736,-49,-45,69,
acc,1559668794.76725,-70,-49,57,
acc,1559668794.7985,-61,-48,58,
acc,1559668794.82975,-50,-48,64,
acc,1559668794.861,-79,-43,35,
acc,1559668794.89226,-85,-30,36,
acc,1559668794.92351,-59,-35,29,
acc,1559668794.95476,-53,-35,20,
acc,1559668794.98601,-47,-31,20,
acc,1559668795.01726,-45,-32,22,
acc,1559668795.04851,-36,-34,28,
acc,1559668798.11115,-49,-39,11,
acc,1559668798.14241,-49,-39,10,
acc,1559668798.17366,-49,-39,10,
acc,1559668798.20491,-49,-39,10,
acc,1559668798.23616,-49,-40,10,
acc,1559668798.26741,-49,-40,10,
acc,1559668798.29866,-50,-40,10,
acc,1559668798.32991,-50,-39,10,
acc,1559668798.36117,-50,-39,11,
acc,1559668798.39242,-49,-39,11,
acc,1559668798.42367,-49,-40,11,
acc,1559668798.45492,-48,-40,11,
acc,1559668798.51742,-48,-42,11,
acc,1559668798.54867,-47,-42,11,
acc,1559668798.57993,-48,-41,10,
acc,1559668798.61118,-48,-41,11,
acc,1559668798.64243,-49,-41,10,
acc,1559668798.67368,-49,-40,11,
acc,1559668798.70493,-49,-39,10,
acc,1559668798.73618,-51,-38,12,
acc,1559668798.76743,-50,-38,13,
acc,1559668798.79869,-49,-37,12,
acc,1559668798.82994,-50,-38,11,
acc,1559668798.86119,-50,-38,12,
acc,1559668798.89244,-50,-38,11,
acc,1559668798.92369,-52,-38,12,
acc,1559668798.95494,-49,-37,11,
acc,1559668798.9862,-50,-37,10,
acc,1559668799.01745,-51,-38,12,
gsr,1559668797.784,0.1652022,
acc,1559668801.33005,-49,-39,10,
acc,1559668801.36131,-50,-40,9,
acc,1559668801.39256,-50,-40,9,
acc,1559668801.42381,-49,-40,9,
acc,1559668801.45506,-49,-40,9,
acc,1559668801.48631,-49,-40,9,
acc,1559668801.51756,-49,-40,9,
acc,1559668801.54881,-48,-40,9,
acc,1559668801.58007,-49,-40,9,
acc,1559668801.61132,-49,-41,9,
acc,1559668801.64257,-49,-41,9,
acc,1559668801.67382,-49,-40,9,
acc,1559668801.70507,-48,-41,9,
acc,1559668801.73632,-48,-41,9,
acc,1559668801.76757,-48,-41,8,
acc,1559668801.79883,-48,-41,8,
acc,1559668801.83008,-48,-41,8,
acc,1559668801.86133,-49,-41,8,
acc,1559668801.89258,-49,-41,8,
acc,1559668801.92383,-48,-41,8,
acc,1559668801.95508,-48,-41,8,
acc,1559668801.98633,-48,-41,8,
acc,1559668802.01759,-49,-41,8,
gsr,1559668800.784,0.1677634,
gsr,1559668801.034,0.1677634,
gsr,1559668801.284,0.1677634,
gsr,1559668801.534,0.1703247,
gsr,1559668801.784,0.1703247,
gsr,1559668802.034,0.1677634,
acc,1559668802.04884,-48,-41,8,
acc,1559668802.08009,-48,-41,8,
acc,1559668802.11134,-49,-41,8,
acc,1559668802.14259,-49,-41,8,
acc,1559668802.17384,-49,-41,8,
acc,1559668802.20509,-48,-41,7,
acc,1559668802.23635,-48,-41,7,
acc,1559668802.2676,-48,-41,8,
acc,1559668802.29885,-48,-41,8,
acc,1559668802.3301,-49,-40,8,
acc,1559668802.36135,-49,-40,8,
acc,1559668802.3926,-49,-41,8,
acc,1559668802.45511,-48,-40,8,
acc,1559668802.48636,-48,-40,8,
acc,1559668802.51761,-48,-41,8,
acc,1559668802.54886,-48,-42,8,
acc,1559668802.58011,-48,-42,8,
acc,1559668802.61136,-48,-43,7,
acc,1559668802.64261,-48,-43,7,
acc,1559668802.67387,-48,-42,8,
acc,1559668802.70512,-48,-42,8,
acc,1559668802.73637,-48,-41,8,
acc,1559668802.76762,-49,-41,9,
acc,1559668802.79887,-48,-41,9,
acc,1559668802.83012,-48,-42,8,
acc,1559668802.86137,-49,-42,8,
acc,1559668802.89263,-49,-41,7,
acc,1559668802.92388,-47,-41,9,
acc,1559668802.95513,-47,-41,8,
acc,1559668802.98638,-49,-40,8,
acc,1559668803.01763,-48,-40,8,
acc,1559668803.04888,-48,-40,9,
acc,1559668803.08013,-48,-39,9,
acc,1559668803.11139,-48,-40,9,
acc,1559668803.14264,-49,-40,9,
acc,1559668803.17389,-49,-40,9,
acc,1559668803.20514,-49,-40,9,
acc,1559668803.23639,-49,-40,8,
acc,1559668803.26764,-50,-40,8,
acc,1559668803.29889,-50,-41,8,
acc,1559668803.33015,-49,-41,8,
acc,1559668803.3614,-49,-41,8,
acc,1559668803.39265,-48,-41,8,
acc,1559668803.4239,-49,-41,8,
acc,1559668803.45515,-49,-41,8,
acc,1559668803.4864,-49,-40,8,
acc,1559668803.51765,-49,-40,8,
gsr,1559668802.284,0.1690441,
gsr,1559668802.534,0.1677634,
gsr,1559668802.784,0.1716053,
gsr,1559668803.034,0.1690441,
gsr,1559668803.284,0.1703247,
gsr,1559668803.534,0.1690441,
acc,1559668803.54891,-49,-40,8,
acc,1559668803.58016,-49,-40,8,
acc,1559668803.61141,-49,-40,7,
acc,1559668803.64266,-49,-40,8,
acc,1559668803.67391,-49,-40,8,
acc,1559668803.70516,-50,-40,7,
acc,1559668803.73641,-50,-40,7,
acc,1559668803.76767,-49,-40,7,
acc,1559668803.79892,-50,-39,7,
acc,1559668803.83017,-50,-39,7,
acc,1559668803.86142,-50,-40,6,
acc,1559668803.89267,-50,-39,6,
acc,1559668803.92392,-50,-39,6,
acc,1559668803.95518,-50,-39,6,
acc,1559668803.98643,-51,-39,6,
acc,1559668804.01768,-51,-39,6,
acc,1559668804.04893,-51,-39,5,
acc,1559668804.08018,-51,-38,5,
acc,1559668804.11143,-51,-38,5,
acc,1559668804.14268,-51,-38,5,
acc,1559668804.17394,-51,-38,5,
acc,1559668804.20519,-51,-38,5,
acc,1559668804.23644,-51,-38,5,
acc,1559668804.26769,-52,-38,5,
acc,1559668804.29894,-51,-38,5,
acc,1559668804.33019,-51,-38,5,
acc,1559668804.36144,-51,-38,5,
acc,1559668804.3927,-51,-38,6,
acc,1559668804.42395,-50,-38,5,
acc,1559668804.4552,-51,-39,5,
acc,1559668804.48645,-51,-38,5,
acc,1559668804.5177,-51,-38,5,
acc,1559668804.54895,-51,-39,6,
acc,1559668804.5802,-51,-38,5,
acc,1,
acc,1559668804.64271,-51,-39,5,
acc,1559668804.67396,-50,-38,5,
acc,1559668804.70521,-50,-39,6,
acc,1559668804.73646,-50,-39,6,
acc,1559668804.76771,-50,-39,6,
acc,1559668804.79896,-50,-39,6,
acc,1559668804.83022,-50,-39,6,
acc,1559668804.86147,-50,-39,6,
acc,1559668804.89272,-50,-39,6,
acc,1559668804.92397,-50,-39,6,
acc,1559668804.95522,-50,-39,6,
acc,1559668804.98647,-50,-39,6,
acc,1559668805.01772,-50,-39,6,
gsr,1559668803.784,0.1652022,
gsr,1559668804.034,0.1703247,
gsr,1559668804.284,0.1664828,
gsr,1559668804.534,0.1690441,
gsr,1559668804.784,0.1690441,
gsr,1559668805.034,0.1716053,
acc,1559668805.04898,-50,-39,6,
acc,1559668806.54905,-29,-44,31,
acc,1559668806.5803,-20,-46,36,
acc,1559668806.61155,-15,-49,31,
acc,1559668806.6428,-9,-54,39,
acc,1559668806.67405,-7,-54,40,
acc,1559668806.7053,-4,-53,36,
acc,1559668806.73655,-5,-55,37,
acc,1559668806.76781,-5,-56,39,
acc,1559668806.79906,-5,-56,35,
acc,1559668806.83031,-7,-59,35,
acc,1559668806.86156,-7,-59,35,
acc,1559668806.89281,-9,-55,33,
acc,1559668806.92406,-6,-55,31,
