acc,1559669217.59933,-16,-68,11,
acc,1559669217.63058,-18,-68,10,
acc,1559669217.66183,-19,-56,11,
acc,1559669217.69308,-19,-52,10,
acc,1559669217.72433,-20,-51,10,
acc,1559669217.75558,-18,-54,12,
acc,1559669217.78683,-16,-59,13,
acc,1559669217.81809,-15,-59,13,
acc,1559669217.84934,-16,-59,14,
acc,1559669217.88059,-18,-59,14,
acc,1559669217.91184,-19,-59,15,
acc,1559669217.94309,-18,-58,16,
acc,1559669217.97434,-17,-58,16,
acc,1559669218.00559,-17,-61,16,
acc,1559669218.03685,-17,-64,17,
acc,1559669218.0681,-16,-63,18,
acc,1559669221.13074,-16,-61,26,
acc,1559669221.16199,-16,-60,27,
acc,1559669221.19324,-16,-62,24,
acc,1559669221.22449,-15,-60,22,
acc,1559669221.25574,-13,-60,19,
acc,1559669221.287,-13,-59,19,
acc,1559669221.31825,-14,-55,18,
acc,1559669221.3495,-14,-54,18,
acc,1559669221.38075,-16,-54,24,
acc,1559669221.412,-20,-51,31,
acc,1559669221.44325,-22,-51,30,
acc,1559669221.4745,-29,-51,21,
acc,1559669221.50576,-32,-50,16,
acc,1559669221.53701,-36,-48,14,
acc,1559669221.56826,-33,-51,14,
acc,1559669221.59951,-25,-59,27,
acc,1559669221.63076,-38,-62,28,
acc,1559669221.66201,-59,-74,30,
acc,1559669221.72452,-37,-65,47,
acc,1559669221.75577,-45,-55,39,
acc,1559669221.78702,-42,-53,31,
acc,1559669221.81827,-38,-43,27,
acc,1559669221.84952,-42,-42,25,
acc,1559669221.88077,-40,-34,29,
acc,1559669221.91203,-47,-26,36,
acc,1559669221.94328,-33,-15,30,
acc,1559669221.97453,-35,-11,22,
acc,1559669222.00578,-36,-6,26,
acc,1559669222.03703,-36,-6,26,
acc,1559669222.06828,-42,-3,9,
acc,1559669222.09953,-44,-5,14,
acc,1559669222.13079,-48,-11,18,
acc,1559669222.16204,-54,-6,-7,
acc,1559669222.19329,-57,-11,5,
acc,1559669222.22454,-58,-30,23,
gsr,1559669220.784,0.1703247,
acc,1559669224.31839,-59,-26,-12,
acc,1559669224.34964,-58,-26,-11,
acc,1559669224.38089,-65,-28,-13,
acc,1559669224.41214,-66,-30,-15,
acc,1559669224.44339,-61,-32,-16,
acc,1559669224.47464,-58,-34,-15,
acc,1559669224.5059,-56,-34,-13,
acc,1559669224.53715,-55,-33,-14,
acc,1559669224.5684,-54,-33,-14,
acc,1559669224.59965,-54,-32,-12,
acc,1559669224.6309,-51,-31,-11,
acc,1559669224.66215,-54,-30,-12,
acc,1559669224.6934,-55,-30,-11,
acc,1559669224.72466,-53,-29,-9,
acc,1559669224.75591,-54,-28,-10,
acc,1559669224.78716,-56,-29,-10,
acc,1559669224.81841,-57,-29,-10,
acc,1559669224.84966,-57,-29,-10,
acc,1559669224.88091,-57,-30,-11,
acc,1559669224.91216,-58,-30,-11,
acc,1559669224.94342,-57,-29,-11,
acc,1559669224.97467,-56,-28,-11,
acc,1559669225.00592,-57,-29,-11,
acc,1559669225.03717,-57,-29,-11,
acc,1559669225.06842,-57,-29,-10,
acc,1559669225.09967,-57,-29,-10,
acc,1559669225.13092,-58,-27,-10,
acc,1559669225.16218,-60,-28,-11,
acc,1559669225.19343,-66,-28,-8,
acc,1559669225.22468,-66,-27,-9,
gsr,1559669223.784,0.1882536,
gsr,1559669224.034,0.1780085,
gsr,1559669224.284,0.1780085,
gsr,1559669224.534,0.1754473,
gsr,1559669224.784,0.1780085,
gsr,1559669225.034,0.1792892,
acc,1559669225.25593,-67,-25,-8,
acc,1559669225.28718,-75,-24,-12,
acc,1559669225.31843,-70,-24,-10,
acc,1559669225.34968,-68,-19,-7,
acc,1559669225.38094,-63,-20,1,
acc,1559669225.41219,-66,-15,15,
acc,1559669225.44344,-61,-18,14,
acc,1559669225.47469,-62,-13,5,
acc,1559669225.50594,-56,-11,3,
acc,1559669225.53719,-58,-11,14,
acc,1559669225.56844,-57,-8,19,
acc,1559669225.5997,-33,-2,44,
acc,1559669225.6622,-44,-4,29,
acc,1559669225.69345,-38,-4,29,
acc,1559669225.7247,-43,-4,24,
acc,1559669225.75595,-39,-5,40,
acc,1559669225.7872,-40,-2,41,
acc,1559669225.81846,-54,-5,40,
acc,1559669225.84971,-46,-4,45,
acc,1559669225.88096,-43,-2,46,
acc,1559669225.91221,-55,-4,44,
acc,1559669225.94346,-46,-3,48,
acc,1559669225.97471,-49,3,46,
acc,1559669226.00596,-49,2,42,
acc,1559669226.03722,-35,3,50,
acc,1559669226.06847,-26,5,65,
acc,1559669226.09972,-28,3,55,
acc,1559669226.13097,-32,4,56,
acc,1559669226.16222,-28,4,50,
acc,1559669226.19347,-30,1,48,
acc,1559669226.22472,-30,0,62,
acc,1559669226.25598,-37,-1,49,
acc,1559669226.28723,-39,2,50,
acc,1559669226.31848,-39,2,49,
acc,1559669226.34973,-41,2,49,
acc,1559669226.38098,-40,1,47,
