-16,-68,11,0
-18,-68,10,0
-19,-56,11,0
-19,-52,10,0
-20,-51,10,0
-18,-54,12,0
-16,-59,13,0
-15,-59,13,0
-16,-59,14,0
-18,-59,14,0
-19,-59,15,0
-18,-58,16,0
-17,-58,16,0
-17,-61,16,0
-17,-64,17,0
-16,-63,18,0
-16,-61,26,0
-16,-60,27,0
-16,-62,24,0
-15,-60,22,0
-13,-60,19,0
-13,-59,19,0
-14,-55,18,0
-14,-54,18,0
-16,-54,24,0
-20,-51,31,0
-22,-51,30,0
-29,-51,21,0
-32,-50,16,0
-36,-48,14,0
-33,-51,14,0
-25,-59,27,0
-38,-62,28,0
-59,-74,30,0
-37,-65,47,0
-45,-55,39,0
-42,-53,31,0
-38,-43,27,0
-42,-42,25,0
-40,-34,29,0
-47,-26,36,0
-33,-15,30,0
-35,-11,22,0
-36,-6,26,0
-36,-6,26,0
-42,-3,9,0
-44,-5,14,0
-48,-11,18,0
-54,-6,-7,0
-57,-11,5,0
-58,-30,23,0
-59,-26,-12,0
-58,-26,-11,0
-65,-28,-13,0
-66,-30,-15,0
-61,-32,-16,0
-58,-34,-15,0
-56,-34,-13,0
-55,-33,-14,0
-54,-33,-14,0
-54,-32,-12,0
-51,-31,-11,0
-54,-30,-12,0
-55,-30,-11,0
-53,-29,-9,0
-54,-28,-10,0
-56,-29,-10,0
-57,-29,-10,0
-57,-29,-10,0
-57,-30,-11,0
-58,-30,-11,0
-57,-29,-11,0
-56,-28,-11,0
-57,-29,-11,0
-57,-29,-11,0
-57,-29,-10,0
-57,-29,-10,0
-58,-27,-10,0
-60,-28,-11,0
-66,-28,-8,0
-66,-27,-9,0
-67,-25,-8,0
-75,-24,-12,0
-70,-24,-10,0
-68,-19,-7,0
-63,-20,1,0
-66,-15,15,0
-61,-18,14,0
-62,-13,5,0
-56,-11,3,0
-58,-11,14,0
-57,-8,19,0
-33,-2,44,0
-44,-4,29,0
-38,-4,29,0
-43,-4,24,0
-39,-5,40,0
-40,-2,41,0
-54,-5,40,0
-46,-4,45,0
-43,-2,46,0
-55,-4,44,0
-46,-3,48,0
-49,3,46,0
-49,2,42,0
-35,3,50,0
-26,5,65,0
-28,3,55,0
-32,4,56,0
-28,4,50,0
-30,1,48,0
-30,0,62,0
-37,-1,49,0
-39,2,50,0
-39,2,49,0
-41,2,49,0
-40,1,47,0
-39,-1,47,0
-39,-1,53,0
-41,-2,52,0
-40,-3,51,0
-36,-3,50,0
-38,-4,50,0
-38,-4,52,0
-36,-3,52,0
-39,-3,53,0
-38,-3,52,0
-36,-3,51,0
-35,-2,50,0
-36,-2,52,0
-35,-2,52,0
-36,-3,52,0
-37,-3,51,0
-38,-3,50,0
-39,-3,51,0
-38,-4,51,0
-38,-3,51,0
-38,-3,50,0
-40,-2,51,0
-39,-3,51,0
-38,-5,51,0
-39,-5,51,0
-38,-6,50,0
-38,-6,48,0
-38,-6,50,0
-39,-6,51,0
-39,-5,51,0
-38,-4,51,0
-39,-4,50,0
-38,-5,50,0
-38,-5,51,0
-38,-6,50,0
-38,-6,51,0
-38,-5,50,0
-39,-4,50,0
-38,-4,52,0
-38,-4,52,0
-38,-4,51,0
-38,-4,51,0
-38,-5,51,0
-38,-5,50,0
-39,-5,50,0
-40,-5,50,0
-39,-5,49,0
-39,-6,49,0
-40,-6,50,0
-39,-6,50,0
-38,-6,50,0
-38,-6,50,0
-39,-10,50,0
-39,-10,49,0
-39,-8,49,0
-39,-8,50,0
-39,-8,50,0
-39,-8,50,0
-39,-8,49,0
-38,-8,50,0
-38,-8,50,0
-39,-7,50,0
-39,-7,50,0
-39,-7,50,0
-39,-8,50,0
-39,-7,49,0
-38,-7,49,0
-39,-7,49,0
-40,-7,49,0
-40,-7,49,0
-40,-7,49,0
-40,-7,49,0
-40,-6,49,0
-40,-6,49,0
-40,-6,49,0
-40,-7,49,0
-40,-7,49,0
-40,-7,49,0
-40,-7,50,0
-40,-7,50,0
-40,-7,49,0
-40,-8,49,0
-40,-8,48,0
-40,-8,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-39,-9,50,0
-39,-9,49,0
-39,-9,49,0
-39,-9,49,0
-39,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-8,49,0
-40,-8,49,0
-40,-8,49,0
-40,-8,49,0
-40,-8,49,0
-40,-8,49,0
-40,-8,49,0
-40,-8,49,0
-40,-8,49,0
-40,-7,49,0
-40,-8,49,0
-40,-8,48,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-39,-9,49,0
-39,-9,49,0
-39,-9,49,0
-39,-9,49,0
-39,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-8,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-39,-9,49,0
-39,-9,49,0
-39,-9,49,0
-39,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-39,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-9,48,0
-40,-9,48,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-10,49,0
-40,-9,49,0
-40,-9,48,0
-40,-9,49,0
-40,-9,49,0
-40,-9,49,0
-40,-10,49,0
-40,-10,48,0
-40,-10,49,0
-40,-10,49,0
-40,-10,49,0
-39,-10,49,0
-39,-10,49,0
-39,-10,49,0
-40,-10,49,0
-40,-9,49,0
-40,-9,49,0
-40,-10,49,0
-40,-9,49,0
-41,-8,49,0
-41,-8,49,0
-41,-8,49,0
-40,-10,48,0
-39,-11,47,0
-39,-12,46,0
-39,-11,47,0
-39,-11,49,0
-39,-10,50,0
-39,-10,50,0
-39,-10,50,0
-38,-8,50,0
-38,-6,50,0
-38,-6,50,0
-39,-7,49,0
-39,-8,49,0
-40,-9,49,0
-40,-9,50,0
-40,-8,50,0
-40,-8,50,0
-39,-8,49,0
-39,-7,50,0
-40,-7,49,0
-40,-9,48,0
-41,-8,48,0
-41,-8,49,0
-41,-8,48,0
-41,-8,49,0
-41,-8,49,0
-41,-7,47,0
-41,-9,47,0
-40,-8,49,0
-40,-8,49,0
-40,-9,48,0
-40,-10,49,0
-40,-10,49,0
-40,-10,47,0
-39,-10,49,0
-39,-9,50,0
-40,-8,49,0
-40,-9,48,0
-40,-8,48,0
-41,-9,48,0
-41,-8,48,0
-40,-8,49,0
-40,-9,49,0
-41,-8,48,0
-40,-9,48,0
-41,-9,48,0
-39,-9,49,0
-40,-9,48,0
-41,-9,48,0
-39,-9,49,0
-40,-9,48,0
-39,-9,49,0
-40,-10,48,0
-40,-9,50,0
-39,-9,49,0
-40,-9,48,0
-39,-9,49,0
-39,-10,49,0
-40,-10,48,0
-39,-10,49,0
-40,-10,49,0
-40,-10,49,0
-40,-10,49,0
-40,-9,49,0
-38,-10,50,0
-39,-10,49,0
-39,-9,50,0
-39,-9,50,0
-40,-9,49,0
-38,-9,49,0
-39,-9,50,0
-39,-10,49,2
-40,-10,49,2
-38,-9,49,2
-36,-11,50,2
-39,-10,49,2
-36,-10,49,2
-37,-10,51,2
-36,-10,50,2
-38,-8,51,2
-38,-10,50,2
-36,-10,48,2
-38,-8,53,2
-44,-6,51,2
-35,-11,51,2
-34,-9,54,2
-42,-13,51,2
-45,-12,53,2
-43,-3,62,2
-19,2,71,2
-48,7,36,2
-34,-13,36,2
-34,-15,40,2
-36,-11,50,2
-38,-9,55,2
-40,-6,52,2
-42,-7,48,2
-43,-8,49,2
-41,-9,47,2
-44,-10,48,2
-41,-10,48,2
-43,-10,50,2
-43,-10,46,2
-43,-8,50,2
-40,-6,51,2
-41,-6,52,2
-34,-5,55,2
-32,-5,55,2
-28,-5,54,2
-30,-6,54,2
-32,-7,64,2
-47,-18,78,2
-57,-22,84,2
-53,-12,65,2
-45,-9,57,2
-33,4,35,2
-19,12,30,2
-15,22,15,2
-9,22,9,2
13,25,-26,2
14,24,-32,2
25,18,-22,2
25,8,-27,2
17,-45,57,2
-70,-61,127,2
-49,-44,127,2
-7,-54,-57,2
-1,-128,-47,2
-49,-123,34,2
-89,-100,60,2
-39,-105,58,2
-4,-92,38,2
-28,-73,50,2
-33,-61,111,2
-44,-45,90,2
-39,-15,37,2
-9,-16,14,2
-96,32,18,2
-15,2,54,2
-3,18,-5,2
-13,13,-6,2
-32,18,-1,2
-17,21,17,2
-25,24,18,2
-36,25,28,2
-42,24,28,2
-42,19,37,2
-42,18,42,2
-56,13,42,2
-51,10,40,2
-52,8,31,2
-51,6,42,2
-55,8,37,2
-59,9,33,2
-53,7,29,2
-57,8,33,2
-60,10,44,2
-62,3,21,2
-64,7,18,2
-59,7,28,2
-59,3,33,2
-60,0,37,2
-64,-3,32,2
-64,-3,32,2
-63,-3,33,2
-60,-1,33,2
-52,1,35,2
-51,2,35,2
-52,1,35,2
-50,2,36,2
-50,1,36,2
-51,0,37,2
-48,-1,40,0
-51,-2,38,0
-49,-1,40,0
-51,3,37,0
-51,1,37,0
-52,2,36,0
-53,3,36,0
-53,5,37,0
-55,4,34,0
-56,2,37,0
-55,5,34,0
-53,7,36,0
-49,4,37,0
-52,4,36,0
-52,2,36,0
-50,3,37,0
-56,2,36,0
-54,2,35,0
-50,2,38,0
-52,3,37,0
-51,3,35,0
-54,3,34,0
-52,4,36,0
-50,3,37,0
-51,5,38,0
-55,2,34,0
-53,3,36,0
-50,4,38,0
-51,2,37,0
-52,2,34,2
-51,4,37,2
-53,3,36,2
-52,4,37,2
-51,3,37,2
-55,3,36,2
-53,1,38,2
-52,3,38,2
-54,1,36,2
-49,4,38,2
-51,4,37,2
-53,4,37,2
-55,1,36,2
-55,2,40,2
-47,2,44,2
-51,8,42,2
-47,0,37,2
-49,-8,32,2
-44,-7,40,2
-50,1,39,2
-53,-1,35,2
-53,1,34,2
-51,2,39,2
-51,4,36,2
-57,3,34,2
-54,5,35,2
-54,3,35,2
-56,0,35,2
-57,-1,36,2
-55,-1,32,2
-58,0,34,2
-55,2,41,2
-56,2,26,2
-50,2,23,2
-51,4,27,2
-50,5,25,2
-40,0,38,2
-45,1,51,2
-48,-3,72,2
-66,-8,74,2
-62,-10,72,2
-62,-8,65,2
-50,0,44,2
-30,9,30,2
-21,14,24,2
-7,22,9,2
4,25,-2,2
8,25,-14,2
8,20,-12,2
31,16,-14,2
26,1,8,2
-7,-35,113,2
-71,-34,127,2
-67,-1,127,2
21,-89,-70,2
-41,-121,-18,2
-88,-110,48,2
-110,-107,69,2
-16,-92,44,2
8,-88,37,2
-27,-79,106,2
-41,-75,105,2
-24,-57,55,2
-22,-37,44,2
-41,-31,3,2
3,-5,53,2
-30,19,23,2
-13,19,10,2
5,23,-1,2
11,28,-28,2
-6,24,-16,2
19,22,-20,2
33,22,-44,2
18,-14,11,2
-28,-50,127,2
-70,-66,127,2
-2,-25,108,2
88,-41,-92,2
-73,-128,7,2
-103,-128,28,2
-70,-95,63,2
-6,-93,52,2
20,-83,44,2
-41,-69,78,2
-40,-65,106,2
-22,-34,67,2
-25,-16,37,2
-44,-4,13,2
