Time (seconds),strength,x,y,z,pitch,roll
Time (seconds),strength,x,y,z,pitch,roll,mx,my,mz
376.95,,0,-100,-1012,,,41.55,-56.25,-81
376.99,,8,-56,-1048,,,41.55,-56.7,-81.9
377.02,,40,-88,-1048,,,42.45,-57.45,-81.15
377.06,,-24,-28,-1020,,,42.6,-57.3,-81.9
377.10,,-24,-44,-1032,,,42.45,-57.15,-82.5
377.13,,-4,-120,-1092,,,43.2,-57.45,-81.6
377.17,,-48,-76,-1052,,,43.2,-57.3,-82.35
377.24,,-44,-104,-1088,,,43.5,-57.6,-82.05
377.28,,-68,-44,-1060,,,43.65,-57.3,-82.2
377.32,,-68,-64,-1060,,,45,-57.45,-82.8
377.35,,-100,-72,-1056,,,44.1,-57.3,-82.8
377.39,,-108,-28,-1068,,,43.95,-56.4,-83.55
377.42,,-104,-36,-1044,,,44.85,-58.5,-83.1
377.50,,-112,-60,-1060,,,45.15,-58.35,-83.55
377.53,,-128,-32,-1068,,,44.1,-58.05,-84.3
377.57,,-116,0,-1064,,,46.2,-59.25,-84.9
377.60,,-164,-16,-1036,,,46.05,-60,-84.45
377.64,,-164,-8,-1056,,,46.5,-59.25,-84.6
377.68,,-180,0,-1044,,,47.55,-59.85,-85.8
377.75,,-180,20,-1044,,,47.4,-60.9,-87.15
377.78,,-208,-20,-1044,,,47.1,-61.65,-87.75
377.82,,-208,28,-1052,,,47.25,-61.35,-87
377.86,,-224,60,-1032,,,47.85,-61.5,-87.9
377.90,,-224,52,-1028,,,48.9,-62.25,-88.2
377.93,,-260,36,-1032,,,49.65,-63.9,-89.1
378.00,,-244,136,-1004,,,48.9,-64.5,-90.6
378.04,,-268,136,-996,,,50.4,-65.4,-92.25
378.08,,-320,116,-996,,,50.4,-64.95,-92.85
378.11,,-316,136,-1008,,,50.25,-66.9,-93.15
378.15,,-276,148,-1000,,,50.55,-66.9,-94.95
378.18,,-324,188,-996,,,50.55,-67.35,-94.95
378.26,,-284,220,-972,,,52.05,-68.7,-96.15
378.29,,-328,224,-932,,,52.2,-69.6,-98.7
378.33,,-356,304,-956,,,51.75,-70.2,-99
378.36,,-364,256,-940,,,52.2,-69.6,-99.15
378.40,,-372,332,-904,,,52.5,-70.65,-100.5
378.44,,-340,344,-924,,,53.25,-70.2,-100.95
378.51,,-356,408,-844,,,53.85,-71.4,-101.25
378.55,,-348,420,-876,,,52.5,-70.5,-101.25
378.58,,-284,356,-884,,,53.7,-69.75,-102.15
378.62,,-316,388,-812,,,53.25,-70.05,-102.15
378.66,,-320,384,-812,,,53.85,-69.9,-102.75
378.69,,-320,360,-840,,,53.7,-69.75,-102.45
378.76,,-372,320,-812,,,54.9,-69,-103.65
378.80,,-428,316,-792,,,55.05,-68.25,-103.95
378.84,,-476,340,-784,,,55.65,-68.4,-104.55
378.87,,-496,276,-720,,,56.25,-69.45,-107.25
378.91,,-568,404,-648,,,56.25,-68.7,-108.3
378.98,,-616,352,-620,,,58.65,-69.3,-111.15
379.02,,-668,344,-600,,,58.5,-67.2,-112.65
379.05,,-716,416,-540,,,58.5,-65.7,-114.6
379.09,,-736,400,-508,,,59.4,-65.7,-116.4
379.13,,-764,416,-436,,,60,-64.5,-118.5
379.16,,-784,416,-396,,,59.25,-64.65,-119.7
379.24,,-932,372,-244,,,60.15,-60.45,-124.2
379.27,,-972,316,-164,,,58.05,-58.5,-126.9
379.31,,-1028,180,-68,,,58.95,-56.7,-128.7
379.34,,-1072,128,0,,,56.55,-55.2,-130.05
379.38,,-1092,152,84,,,57.3,-52.5,-131.1
379.42,,-1084,8,164,,,55.95,-48.75,-130.5
379.49,,-1088,-80,304,,,52.65,-43.8,-130.5
379.52,,-1080,-136,324,,,49.8,-41.25,-129.45
379.56,,-1000,-200,364,,,48.3,-37.8,-128.4
379.60,,-1028,-248,440,,,46.65,-34.95,-127.2
379.63,,-976,-304,420,,,44.85,-30.45,-126
379.67,,-936,-276,448,,,42.45,-28.65,-124.05
379.74,,-880,-436,452,,,39.3,-24.75,-120.9
379.78,,-796,-444,392,,,38.85,-23.4,-118.8
379.82,,-760,-476,420,,,37.65,-20.7,-116.4
379.85,,-772,-500,468,,,35.1,-19.5,-114.6
379.89,,-688,-576,356,,,35.1,-19.35,-112.2
379.92,,-652,-616,300,,,33.9,-17.25,-110.25
380.00,,-624,-840,328,,,31.8,-14.85,-106.65
380.03,,-668,-764,304,,,29.85,-14.4,-106.95
380.07,,-560,-712,228,,,28.8,-13.35,-104.1
380.10,,-660,-812,192,,,29.1,-12.45,-102.6
380.14,,-612,-888,212,,,27.3,-12.3,-101.4
380.18,,-588,-868,172,,,26.25,-11.25,-99.15
380.25,,-524,-904,116,,,24.9,-10.35,-94.95
380.28,,-540,-896,80,,,24.75,-9.9,-94.8
380.32,,-512,-948,56,,,24.75,-10.2,-91.65
380.36,,-512,-916,44,,,23.7,-10.35,-90.9
380.39,,-540,-904,-16,,,22.8,-10.05,-88.05
380.43,,-516,-936,-64,,,22.5,-9.9,-85.35
380.61,,-408,-856,-272,,,20.7,-12.15,-77.85
380.64,,-380,-840,-320,,,19.65,-12.3,-76.5
380.68,,-384,-876,-360,,,19.65,-14.25,-75.6
380.72,,-372,-864,-440,,,20.7,-14.85,-73.8
380.75,,-376,-764,-488,,,19.95,-15.6,-72.6
380.79,,-356,-744,-536,,,19.35,-17.55,-72
380.86,,-436,-668,-564,,,19.05,-20.85,-69.75
380.90,,-372,-668,-716,,,19.05,-22.8,-68.7
380.93,,-408,-540,-696,,,18.9,-23.85,-68.4
380.97,,-480,-568,-880,,,18.75,-26.7,-68.1
381.00,,-580,-596,-672,,,18.75,-25.35,-67.95
381.04,,-452,-568,-788,,,19.35,-26.85,-67.5
381.11,,-76,-360,-796,,,19.65,-30.6,-67.05
381.15,,-208,-348,-948,,,18,-32.85,-68.25
381.19,,-124,-432,-908,,,18.45,-34.2,-68.1
381.22,,-160,-376,-904,,,18,-35.7,-68.55
381.26,,-124,-340,-924,,,18,-37.95,-69.6
381.30,,-152,-220,-976,,,17.7,-39.9,-69.45
381.37,,-76,-212,-924,,,18.15,-41.55,-70.65
381.40,,-136,-132,-980,,,18,-44.1,-70.8
381.44,,-148,-108,-1044,,,17.85,-45.3,-71.55
381.48,,-108,-72,-1044,,,17.85,-46.05,-71.85
381.51,,-152,-124,-1016,,,18.9,-47.55,-71.55
381.55,,-260,-128,-980,,,17.7,-47.7,-72
381.62,,-168,-44,-1020,,,18.3,-46.95,-72.45
381.66,,-168,-132,-972,,,18,-48.6,-72.45
381.69,,-200,-136,-1008,,,18.6,-47.55,-72.9
381.73,,-236,-156,-1024,,,18.45,-48.3,-72
381.76,,-184,-88,-1056,,,18.15,-47.55,-73.2
381.80,,-136,-168,-1048,,,17.25,-47.4,-72.75
381.88,,-184,-112,-1036,,,17.85,-47.85,-73.05
381.91,,-176,-68,-1072,,,17.1,-47.4,-74.55
381.95,,-152,-56,-1100,,,18,-49.5,-74.55
381.98,,-148,-8,-1064,,,17.25,-49.05,-75
382.02,,-80,-144,-1188,,,17.25,-49.35,-74.4
382.06,,-152,-116,-1048,,,17.55,-47.85,-73.95
382.13,,-212,-84,-1028,,,19.05,-47.85,-73.35
382.16,,-268,-16,-1016,,,18.45,-47.7,-74.1
382.20,,-244,-68,-1068,,,19.8,-48.6,-73.65
382.24,,-260,-52,-1048,,,18.45,-49.2,-73.65
382.27,,-344,-40,-976,,,18.9,-49.8,-74.85
382.31,,-324,-84,-1048,,,18.15,-49.35,-73.95
382.38,,-300,-120,-1056,,,17.4,-49.2,-74.1
382.42,,-348,-64,-1080,,,18.3,-49.2,-73.95
382.45,,-292,-92,-1052,,,18.9,-48.6,-73.8
382.49,,-272,-52,-1080,,,19.05,-48.45,-73.35
382.53,,-480,-352,-868,,,20.4,-46.2,-71.85
382.56,,-440,84,-788,,,23.1,-42.9,-70.05
382.64,,-480,-300,-608,,,27.3,-40.05,-69.45
382.67,,-428,-172,-732,,,29.7,-39,-69.75
382.71,,-412,-316,-860,,,29.85,-39.3,-69.75
382.74,,-264,-380,-824,,,31.8,-39,-70.05
382.78,,-260,-348,-796,,,33.9,-40.35,-70.2
382.82,,-244,-232,-860,,,35.4,-41.85,-70.35
382.89,,-608,-144,-692,,,35.1,-42.6,-70.8
382.93,,-604,-164,-724,,,34.8,-40.2,-71.85
382.96,,-684,-80,-608,,,34.05,-41.1,-70.5
383.00,,-772,-312,-744,,,32.25,-40.2,-70.35
383.03,,-608,-180,-776,,,30.6,-40.2,-70.35
383.07,,-472,-224,-776,,,29.55,-40.05,-69.45
383.14,,-400,-376,-860,,,25.05,-39,-70.2
383.18,,-364,-296,-960,,,23.55,-40.35,-70.5
383.22,,-348,-300,-868,,,22.05,-39.9,-70.65
383.25,,-412,-504,-964,,,21.6,-41.1,-70.65
383.29,,-364,-536,-996,,,20.7,-41.25,-70.95
383.32,,-508,-124,-1160,,,19.8,-42,-72.15
383.40,,-912,-296,-888,,,18.9,-44.25,-72.3
383.43,,-920,-272,-876,,,17.25,-44.4,-73.2
383.47,,-528,-212,-664,,,16.5,-40.95,-72.6
383.50,,-392,-128,-772,,,15.6,-40.05,-71.1
383.54,,-172,-220,-1072,,,14.85,-40.95,-73.2
383.61,,92,-68,-1092,,,13.35,-44.7,-75.45
383.65,,-72,-136,-1144,,,12.75,-45,-75.9
383.68,,24,-84,-1068,,,12.45,-46.5,-75.6
383.72,,-88,-32,-1000,,,12,-46.05,-76.5
383.76,,-40,-260,-1040,,,11.7,-46.35,-76.2
383.80,,-4,-136,-968,,,12.3,-47.25,-76.35
383.83,,-88,-88,-960,,,12,-48,-76.95
383.90,,-28,-80,-1028,,,12.3,-48.75,-76.65
383.94,,-140,-56,-1032,,,12.3,-48.9,-76.8
383.98,,-128,-60,-1100,,,11.55,-49.95,-76.35
384.01,,-20,-40,-1068,,,11.85,-49.2,-77.7
384.05,,-96,0,-1084,,,12.6,-49.8,-77.1
384.08,,-152,-4,-1048,,,11.55,-50.55,-76.8
384.16,,-64,-60,-1072,,,11.85,-51.3,-78
384.19,,-104,-32,-1084,,,11.55,-50.4,-77.85
384.23,,-20,-88,-1080,,,10.95,-49.8,-77.25
384.26,,-76,-60,-1100,,,10.5,-49.95,-76.65
384.30,,-128,-120,-1056,,,11.4,-48.45,-76.05
384.34,,-92,-124,-1056,,,10.8,-47.85,-76.5
384.41,,-76,-104,-1032,,,11.55,-48.45,-76.2
384.45,,-152,-80,-1004,,,11.7,-49.95,-76.35
384.48,,-172,-60,-984,,,10.5,-50.55,-76.95
384.52,,-172,-88,-1032,,,10.35,-50.85,-77.55
384.56,,-204,-8,-1072,,,10.35,-51.6,-78.3
384.59,,-180,0,-1136,,,10.2,-51.45,-78.6
384.78,,-512,-116,-812,,,15.6,-45,-72.15
384.82,,-356,-160,-648,,,18.45,-43.05,-68.85
384.85,,-444,-484,-648,,,22.35,-40.05,-67.8
384.89,,-528,-240,-720,,,24.9,-39.9,-67.2
384.92,,-268,-204,-1128,,,27.45,-40.5,-68.55
384.96,,-76,-396,-1096,,,29.25,-42.45,-68.7
385.03,,-492,-24,-864,,,32.4,-43.2,-69.3
385.07,,-484,-88,-956,,,31.65,-44.85,-69.9
385.10,,-480,-168,-540,,,32.1,-44.1,-69.3
385.14,,-692,-20,-672,,,30.6,-43.05,-68.85
385.18,,-612,-308,-696,,,30.15,-40.8,-68.4
385.22,,-764,-224,-720,,,28.5,-41.4,-68.25
385.29,,-220,-376,-900,,,24.3,-41.1,-68.25
385.32,,-348,-28,-944,,,22.5,-42.75,-69.3
385.36,,-300,28,-940,,,19.8,-42.75,-69.15
385.40,,-160,-432,-1016,,,17.7,-42.3,-70.05
385.43,,-272,-396,-1088,,,18,-42.15,-70.05
385.47,,-196,-232,-920,,,17.55,-42.9,-70.8
385.54,,-344,-260,-1352,,,14.85,-45.15,-72.15
385.58,,-592,-200,-1160,,,14.55,-45.15,-73.5
385.61,,-768,-376,-1048,,,13.5,-45.15,-73.2
385.65,,-912,-96,-836,,,13.65,-45.75,-73.95
385.68,,-752,-312,-712,,,13.35,-44.7,-73.05
385.76,,-196,12,-1140,,,11.7,-43.2,-72.15
385.80,,88,-212,-816,,,11.4,-42.75,-73.35
385.83,,-48,-324,-1004,,,10.35,-43.95,-73.65
385.87,,-140,-200,-1068,,,10.8,-43.95,-73.65
385.90,,140,-92,-1072,,,11.1,-44.7,-74.85
385.94,,144,-216,-1012,,,11.4,-44.7,-75.45
386.01,,-140,-276,-952,,,10.65,-45.9,-75.45
386.05,,116,-236,-1024,,,10.95,-45.6,-76.2
386.09,,-12,-160,-960,,,10.35,-47.1,-75.6
386.12,,-80,-204,-948,,,11.25,-45.75,-75
386.16,,-8,-224,-980,,,10.5,-46.05,-75
386.19,,0,-192,-1048,,,10.8,-46.65,-75.45
386.26,,-32,-272,-1068,,,9.9,-47.1,-75.9
386.30,,-8,-200,-1036,,,10.5,-47.55,-75.45
386.34,,-44,-236,-1092,,,10.65,-48.45,-76.05
386.37,,-76,-228,-1056,,,10.8,-48.15,-76.05
386.41,,72,-152,-1148,,,9.9,-49.65,-76.2
386.45,,44,-112,-1076,,,10.5,-49.95,-77.4
386.52,,8,-60,-1084,,,9.9,-50.55,-77.55
386.56,,36,-100,-1076,,,10.5,-50.55,-77.4
386.59,,-124,-92,-900,,,10.65,-50.7,-76.35
386.63,,-76,-16,-988,,,12.75,-49.2,-76.05
386.66,,-128,-148,-980,,,12.15,-49.2,-74.4
386.70,,-132,-168,-1036,,,12.6,-49.65,-74.7
386.77,,-96,-68,-1080,,,11.7,-50.4,-75.75
386.81,,-164,-112,-1116,,,10.65,-51.45,-77.1
386.84,,-184,-44,-1140,,,10.8,-51.15,-76.05
386.88,,-132,-140,-1172,,,10.95,-50.85,-76.2
386.92,,-148,-136,-1104,,,11.4,-50.4,-76.65
386.95,,-224,-108,-1200,,,12.9,-49.8,-74.85
387.02,,-444,-228,-956,,,16.95,-44.85,-70.8
387.06,,-376,16,-720,,,20.85,-42.75,-67.95
387.10,,-308,-392,-660,,,24,-39.15,-67.2
387.14,,-524,-248,-648,,,28.05,-38.4,-66.9
387.17,,-496,-268,-732,,,29.7,-37.5,-67.35
387.21,,60,-452,-920,,,32.4,-39,-67.05
387.28,,-840,-172,-380,,,35.4,-42.75,-69.15
387.32,,-596,-168,-1272,,,35.1,-43.35,-69.15
387.35,,-580,88,-672,,,35.4,-41.85,-68.4
387.39,,-608,-208,-544,,,34.8,-40.05,-68.55
387.42,,-652,-180,-644,,,34.2,-40.05,-67.5
387.46,,-860,-164,-684,,,31.05,-38.7,-66.3
387.53,,-272,-312,-828,,,27.75,-39.9,-66.45
387.57,,-320,-24,-1064,,,25.35,-41.55,-66.9
387.60,,-244,-204,-1108,,,23.25,-41.55,-66.9
387.64,,-176,-376,-1100,,,20.85,-40.8,-67.05
387.68,,-228,-404,-1016,,,20.55,-41.1,-67.5
387.72,,-160,-236,-1040,,,18.75,-40.95,-68.4
387.79,,-336,-300,-1092,,,16.65,-40.65,-69
387.82,,-752,48,-1088,,,16.35,-42,-70.2
387.86,,-904,-140,-1164,,,15.9,-42.75,-69.3
387.90,,-740,-164,-856,,,15.45,-43.35,-69.75
387.93,,-972,4,-864,,,16.05,-41.85,-69.3
387.97,,-240,-200,-100,,,15.9,-37.05,-68.7
388.04,,236,-152,-948,,,14.1,-41.7,-70.35
388.08,,216,-404,-1032,,,13.35,-42.3,-70.05
388.11,,-56,-376,-1132,,,11.4,-42.45,-72
388.15,,-12,-268,-1056,,,11.25,-44.1,-71.85
388.18,,188,-160,-968,,,9.9,-45.9,-72.75
388.22,,-8,-16,-952,,,11.7,-46.65,-72.45
388.29,,4,-136,-944,,,11.4,-46.95,-73.8
388.33,,60,-204,-1008,,,10.95,-47.25,-73.65
388.37,,24,-140,-996,,,10.65,-46.5,-73.35
388.40,,-52,-88,-1024,,,11.4,-47.85,-74.55
388.44,,32,-120,-996,,,11.85,-48.45,-75.3
388.48,,-28,-84,-1024,,,11.1,-48.75,-74.4
388.55,,4,-184,-1068,,,11.25,-49.05,-74.7
388.58,,-16,-112,-1088,,,11.1,-48,-74.25
388.62,,-4,-112,-1040,,,10.8,-48.3,-74.4
388.66,,8,-124,-1072,,,11.4,-49.35,-75.15
388.69,,52,-104,-1100,,,11.55,-49.95,-75.6
388.73,,76,-120,-1132,,,11.1,-49.95,-76.35
388.90,,-48,-188,-1064,,,13.05,-49.35,-74.7
388.94,,-44,-200,-1052,,,11.55,-48.75,-75.45
388.98,,-108,-256,-1032,,,12.9,-49.95,-76.05
389.01,,-112,-168,-1068,,,12.15,-51.15,-76.2
389.05,,-176,-116,-1088,,,11.7,-51.3,-76.05
389.09,,-164,-136,-1044,,,12.15,-51.45,-77.4
389.16,,-128,0,-1116,,,12.3,-54,-77.4
389.20,,-196,-92,-1124,,,12.45,-52.95,-76.5
389.23,,-244,-60,-1024,,,15,-50.85,-74.55
389.27,,-360,-256,-1088,,,18,-48,-73.2
389.30,,-588,52,-656,,,21.45,-45.9,-70.95
389.34,,-804,8,-672,,,22.65,-44.55,-69.6
389.41,,-228,-212,-652,,,29.85,-42.45,-69.75
389.45,,-148,-404,-928,,,31.2,-42.45,-70.35
389.48,,-232,-272,-1044,,,33.3,-43.2,-69.9
389.52,,-308,-448,-872,,,35.1,-44.55,-71.7
389.56,,20,-372,-1032,,,35.25,-46.05,-72.15
389.59,,-436,-264,-1188,,,36.3,-46.95,-73.5
389.66,,-684,-268,-604,,,36,-44.25,-71.7
389.70,,-604,-188,-632,,,34.65,-44.7,-72.15
389.74,,-780,-244,-528,,,33.3,-43.65,-70.95
389.78,,-620,-200,-672,,,31.5,-44.4,-69.6
389.81,,12,-260,-800,,,27.45,-46.5,-71.4
389.85,,-456,-248,-1048,,,25.2,-46.65,-71.25
389.92,,-156,-264,-1060,,,22.95,-47.1,-71.85
389.96,,-292,-316,-1064,,,21.6,-47.7,-72.3
389.99,,-328,-224,-1076,,,20.4,-48.3,-72.45
390.03,,-416,-260,-1284,,,19.35,-48.3,-74.4
390.06,,-892,-224,-1156,,,18.75,-48.75,-74.4
390.10,,-740,-244,-960,,,18.3,-48.3,-74.25
390.17,,-552,-184,-316,,,16.95,-46.5,-73.65
390.21,,-140,-80,-844,,,16.2,-45.45,-73.2
390.24,,48,-264,-1208,,,16.05,-45.9,-74.25
390.28,,-108,-228,-1076,,,15.45,-47.55,-74.85
390.32,,44,-168,-1040,,,14.7,-49.2,-75.9
390.35,,-24,-196,-1004,,,14.85,-50.55,-76.35
390.43,,-16,52,-956,,,13.65,-51.75,-78.45
390.46,,-8,-224,-1028,,,14.25,-52.05,-78.15
390.50,,28,-192,-996,,,13.65,-52.35,-78.45
390.54,,-132,108,-904,,,13.05,-52.2,-78.6
390.57,,-228,-120,-1016,,,12.75,-51.75,-78.9
390.61,,52,-84,-1020,,,13.5,-53.1,-79.65
390.68,,20,-124,-1024,,,12.6,-52.35,-79.95
390.72,,-68,-112,-1020,,,13.2,-52.2,-79.2
390.75,,-36,-172,-1064,,,14.55,-53.25,-79.2
390.79,,-44,-176,-1092,,,13.8,-52.35,-79.05
390.82,,-80,-116,-1036,,,13.2,-52.65,-80.1
390.86,,-12,-132,-1072,,,14.55,-53.4,-79.95
390.93,,-72,-92,-1052,,,14.1,-54.6,-80.1
390.97,,-20,-92,-1072,,,13.8,-54.75,-80.7
391.01,,-4,-116,-1064,,,14.55,-54.75,-80.25
391.04,,-72,-104,-1088,,,14.1,-54.3,-80.4
391.08,,0,-48,-1076,,,14.1,-55.05,-79.8
391.12,,-56,-120,-1072,,,13.8,-53.85,-80.7
391.19,,-60,-68,-1060,,,13.5,-55.05,-80.55
391.22,,-72,-124,-1040,,,13.2,-54.9,-81
391.26,,-88,-116,-1036,,,12.9,-54.6,-81
391.30,,-120,4,-1088,,,13.5,-56.55,-81.45
391.33,,-120,24,-1128,,,12,-56.55,-83.1
391.37,,-76,-152,-1104,,,11.7,-55.95,-82.2
391.44,,-212,-88,-1132,,,13.5,-55.2,-80.25
391.48,,-192,-168,-1064,,,13.95,-53.85,-77.85
391.51,,-272,-288,-1068,,,16.2,-51.6,-77.4
391.55,,-416,-464,-1164,,,17.55,-49.35,-75.45
391.58,,-356,220,-780,,,21,-45.9,-72.3
391.62,,-376,-360,-488,,,25.35,-44.85,-71.85
391.70,,-480,-400,-776,,,28.65,-44.85,-70.8
391.73,,8,-592,-884,,,30.9,-45.3,-70.95
391.77,,-180,-576,-492,,,32.25,-45,-71.1
391.81,,-328,-132,-916,,,33.45,-47.85,-73.35
391.84,,-516,-104,-1028,,,35.1,-48.3,-73.2
391.88,,-604,-248,-556,,,34.65,-47.85,-73.35
391.95,,-636,-268,-784,,,34.5,-44.25,-72.3
391.98,,-752,-168,-572,,,31.5,-45.3,-71.85
392.02,,-724,-240,-808,,,28.95,-45.3,-71.25
392.06,,-232,-116,-992,,,27.15,-46.05,-71.1
392.09,,-244,-264,-928,,,25.95,-46.2,-72
392.13,,-300,-244,-1016,,,24,-46.5,-72
392.20,,-200,-316,-1024,,,19.95,-47.25,-72.9
392.24,,-192,-460,-1032,,,19.2,-48.3,-73.65
392.27,,-348,-272,-1136,,,17.1,-50.25,-75.6
392.31,,-568,-4,-1160,,,16.8,-50.55,-76.2
392.35,,-812,-304,-1120,,,16.05,-51.75,-75.45
392.40,,-972,-220,-964,,,15.15,-51.9,-76.65
392.45,,-452,148,-348,,,15.6,-47.85,-73.8
392.48,,-160,-120,-1128,,,15,-48,-75.15
392.52,,116,-140,-1120,,,13.5,-48,-74.1
392.56,,-12,-348,-1100,,,13.8,-49.5,-75.3
392.59,,92,44,-1108,,,12.9,-50.55,-75.9
392.63,,-16,-188,-952,,,12,-50.7,-76.8
392.70,,64,-184,-972,,,12.15,-51.45,-77.25
392.74,,-128,-8,-1004,,,11.55,-54.45,-79.5
392.77,,84,72,-844,,,10.95,-54.6,-79.2
392.81,,84,12,-952,,,10.8,-54.9,-79.35
392.84,,-24,-64,-1004,,,10.35,-54.3,-79.5
392.88,,-24,-64,-1040,,,11.1,-55.05,-80.25
393.07,,0,-16,-1116,,,11.7,-56.25,-79.5
393.11,,-32,-84,-1096,,,11.55,-55.95,-79.5
393.14,,-36,-76,-1096,,,12.9,-55.65,-78.75
393.18,,16,-60,-1136,,,11.4,-56.1,-79.5
393.22,,-8,-64,-1104,,,13.2,-55.35,-78.75
393.25,,-8,-88,-1084,,,11.85,-55.95,-80.1
393.32,,36,-48,-1092,,,11.25,-56.1,-79.65
393.36,,56,-84,-1192,,,11.85,-55.2,-78.3
393.40,,-60,-80,-988,,,11.7,-53.4,-78
393.43,,-68,-108,-1036,,,12.9,-53.85,-77.85
393.47,,8,-188,-1028,,,13.35,-52.95,-76.35
393.50,,-76,-108,-1020,,,13.05,-52.65,-76.65
393.58,,-100,-172,-992,,,13.8,-51.75,-77.25
393.61,,-132,-144,-1044,,,12.75,-53.85,-77.1
393.65,,-80,-108,-1136,,,12.6,-53.7,-77.55
393.69,,-164,-136,-1112,,,12.75,-54,-78.6
393.72,,-248,-156,-1052,,,11.55,-53.1,-78.3
393.76,,-156,-84,-1156,,,11.7,-53.55,-78
393.83,,-256,-220,-1016,,,13.65,-52.05,-76.05
393.87,,-280,-88,-944,,,16.05,-48.75,-73.2
393.90,,-484,-200,-900,,,19.95,-46.35,-71.55
393.94,,-424,-60,-600,,,22.5,-44.85,-69.9
393.98,,-472,-84,-668,,,26.7,-44.85,-69.45
394.01,,-268,88,-588,,,27.6,-45.15,-68.85
394.08,,0,-196,-1084,,,32.4,-44.7,-69.3
394.12,,-232,-544,-968,,,33.75,-45.6,-70.65
394.16,,-340,-544,-1028,,,36,-47.1,-71.25
394.19,,-456,-28,-864,,,36.6,-48,-72.45
394.23,,-524,-92,-888,,,35.4,-47.4,-72
394.26,,-556,-112,-500,,,34.95,-46.2,-70.8
394.34,,-824,-96,-800,,,33.6,-44.85,-69.45
394.38,,-728,-104,-784,,,31.2,-45.75,-69.6
394.41,,-392,-364,-832,,,27.6,-47.4,-69.45
394.45,,-348,-96,-944,,,25.8,-47.1,-69.6
394.48,,-260,-88,-1084,,,24,-49.35,-71.55
394.52,,-204,-148,-952,,,21.45,-49.05,-71.4
394.59,,-124,-216,-1112,,,19.5,-49.35,-71.4
394.63,,-408,-292,-1376,,,17.25,-50.4,-72.9
394.66,,-820,48,-1288,,,16.5,-51.6,-73.05
394.70,,-804,-232,-1324,,,15.6,-49.95,-73.05
394.74,,-968,-128,-764,,,16.05,-48.75,-72.75
394.77,,-876,-76,-612,,,15.3,-46.65,-71.7
394.84,,-368,-64,-952,,,13.65,-44.85,-70.35
394.88,,268,-168,-984,,,12.45,-45.75,-72.3
394.92,,24,-56,-1000,,,12,-47.85,-73.95
394.95,,-32,-284,-1120,,,12.6,-47.4,-72.9
394.99,,200,-196,-932,,,11.4,-48.6,-73.8
395.03,,-56,-16,-956,,,10.65,-49.05,-75
395.10,,128,-28,-1044,,,9.6,-51.45,-75.6
395.14,,72,-64,-972,,,9.75,-52.2,-75.3
395.17,,36,-120,-1020,,,10.35,-51.6,-75.6
395.21,,52,-172,-1052,,,9.6,-51.3,-76.05
395.24,,0,-56,-996,,,9.6,-52.05,-75.9
395.28,,120,-84,-1044,,,9.3,-52.35,-76.05
395.35,,24,-152,-1016,,,9.6,-51.3,-75.6
395.39,,52,-212,-1048,,,9.75,-51.75,-75.6
395.42,,36,-132,-1064,,,9.75,-51.9,-74.25
395.46,,64,-196,-1052,,,10.05,-51.3,-75.3
395.50,,-40,-104,-1052,,,10.35,-51.6,-75.3
395.53,,-32,-148,-1080,,,10.95,-51,-74.7
395.57,,8,-200,-1036,,,10.35,-51.45,-74.55
395.64,,24,-156,-1056,,,9.9,-51.15,-75.15
395.68,,20,-196,-1068,,,10.65,-52.95,-74.55
395.72,,-12,-136,-1084,,,10.35,-53.1,-75.9
395.75,,4,-128,-1072,,,9.9,-53.25,-75.75
395.79,,16,-168,-1064,,,10.35,-53.25,-75
395.82,,-48,-220,-1000,,,9.9,-51.9,-74.7
395.90,,-16,-132,-1032,,,10.8,-53.25,-75
395.93,,-124,-196,-1052,,,10.95,-52.35,-74.55
395.97,,-92,-184,-1048,,,11.25,-53.55,-75.75
396.00,,-60,-172,-1016,,,10.2,-55.2,-75.6
396.04,,-100,-168,-1040,,,9.3,-55.5,-77.1
396.08,,-112,-72,-1096,,,9.75,-56.25,-78
396.15,,-68,-148,-1144,,,10.35,-55.5,-77.1
396.18,,-132,-80,-1064,,,11.25,-55.65,-76.2
396.22,,-188,-160,-1028,,,12.15,-53.85,-73.95
396.26,,-384,-52,-936,,,15.45,-51.9,-71.55
396.30,,-496,-120,-940,,,17.55,-48,-69.15
396.33,,-452,-84,-560,,,20.85,-46.65,-67.5
396.40,,-560,-152,-860,,,28.35,-45.9,-65.7
396.44,,-216,12,-964,,,31.65,-45.9,-66.6
396.48,,-156,-312,-1000,,,33.6,-47.1,-66.75
396.51,,-400,-236,-932,,,34.65,-48.3,-67.5
396.55,,-364,-392,-1068,,,35.25,-49.65,-69.75
396.62,,-684,40,-848,,,37.05,-52.35,-70.5
396.66,,-632,-84,-656,,,37.05,-51.15,-69.45
396.69,,-560,-404,-784,,,35.1,-49.05,-69.15
396.73,,-772,0,-692,,,32.85,-48.3,-68.1
396.76,,-764,-168,-652,,,32.25,-47.85,-67.65
396.80,,-440,-388,-820,,,28.8,-47.4,-66.6
396.87,,-344,-172,-996,,,24.6,-49.2,-68.4
396.91,,-220,-372,-1012,,,23.1,-49.8,-67.35
396.95,,-120,-384,-1000,,,20.85,-48.75,-68.4
396.98,,-344,-444,-1040,,,19.8,-49.35,-68.4
397.02,,-268,-340,-1004,,,18.15,-51.3,-69.9
