Time (seconds),strength,x,y,z,pitch,roll
Time (seconds),strength,x,y,z,pitch,roll,mx,my,mz
243.08,,-216,864,608,,,16.2,-96.75,-170.25
243.12,,-204,840,648,,,17.1,-97.05,-169.65
243.15,,-296,660,676,,,17.1,-96.15,-170.85
243.19,,-396,656,524,,,16.05,-95.25,-169.95
243.22,,-360,592,552,,,16.35,-94.5,-169.95
243.26,,-268,624,644,,,16.65,-93,-171.15
243.33,,-252,592,688,,,16.5,-89.4,-172.2
243.37,,-288,468,816,,,17.4,-87.15,-172.8
243.40,,-244,496,848,,,16.35,-84.6,-172.05
243.44,,-236,436,932,,,16.35,-84.9,-172.8
243.48,,-208,456,880,,,16.65,-84.3,-172.65
243.51,,-232,384,900,,,16.5,-83.55,-172.05
243.58,,-204,520,976,,,16.35,-81.6,-172.65
243.62,,-236,424,936,,,17.1,-79.05,-172.65
243.66,,-148,136,940,,,16.35,-77.55,-171.15
243.70,,-204,160,972,,,16.35,-73.65,-171
243.73,,-144,212,912,,,16.5,-72.6,-168.75
243.77,,-100,192,948,,,16.65,-67.65,-167.85
243.84,,-196,-136,860,,,15.15,-63.9,-166.2
243.88,,-168,-172,932,,,14.1,-61.2,-163.95
243.91,,-84,-168,976,,,13.65,-58.35,-162.15
243.95,,-92,-208,1004,,,13.5,-55.05,-159
243.98,,-124,-212,944,,,13.05,-51.6,-156
244.02,,-232,-412,936,,,14.55,-46.35,-153.3
244.09,,-196,-468,952,,,15.15,-39.3,-147.6
244.13,,-260,-544,876,,,15.3,-35.4,-142.8
244.16,,-232,-628,876,,,15.6,-32.1,-139.35
244.20,,-136,-632,884,,,15.45,-28.8,-136.05
244.24,,-128,-600,648,,,16.2,-26.7,-132.3
244.27,,-216,-628,684,,,15.75,-23.85,-129.45
244.35,,-172,-676,632,,,16.95,-20.1,-123
244.38,,-148,-764,548,,,15.45,-18.9,-122.85
244.42,,-188,-796,572,,,15.6,-18.45,-121.5
244.46,,-204,-848,556,,,16.35,-17.7,-120.45
244.49,,-160,-872,512,,,16.8,-16.65,-118.65
244.53,,-160,-884,484,,,16.05,-15.6,-116.85
244.60,,-208,-940,380,,,15.15,-13.8,-111.9
244.64,,-216,-984,384,,,16.2,-13.2,-109.95
244.67,,-240,-1024,372,,,15.75,-11.4,-106.95
244.71,,-220,-1004,304,,,15,-10.8,-102.45
244.74,,-296,-944,208,,,14.7,-10.2,-98.1
244.78,,-272,-912,124,,,14.25,-9.75,-93.6
244.85,,-220,-780,-192,,,13.5,-10.65,-86.1
244.89,,-80,-820,-288,,,12.9,-10.8,-85.05
244.93,,-84,-852,-228,,,12,-12.45,-83.7
244.96,,-56,-848,-420,,,11.25,-14.4,-82.35
245.00,,-4,-828,-468,,,11.55,-15,-79.2
245.04,,-12,-756,-464,,,10.8,-17.4,-78.15
245.21,,32,-604,-784,,,10.5,-26.7,-75
245.25,,-8,-528,-860,,,9.6,-29.1,-73.65
245.28,,-4,-500,-840,,,11.25,-30.3,-73.95
245.32,,-36,-512,-920,,,10.05,-33,-73.35
245.36,,0,-480,-948,,,11.85,-33.75,-74.1
245.39,,-4,-416,-964,,,10.8,-36,-73.65
245.43,,-48,-304,-988,,,11.1,-37.8,-73.95
245.50,,-80,-292,-964,,,11.25,-42.3,-73.95
245.54,,-80,-228,-1012,,,12,-44.85,-75.15
245.57,,-92,-196,-996,,,12.15,-46.05,-74.4
245.61,,-92,-176,-1068,,,12.15,-46.95,-75.45
245.64,,-124,-124,-1024,,,12.9,-47.7,-75.9
245.69,,-140,-96,-1032,,,12.3,-51.75,-76.05
245.76,,-172,-32,-1008,,,14.4,-54.15,-77.25
245.79,,-184,-4,-1056,,,13.95,-55.5,-78.9
245.83,,-208,20,-1020,,,14.1,-57.15,-80.55
245.86,,-216,24,-1008,,,15.15,-58.95,-79.65
245.90,,-228,116,-1028,,,16.05,-60.15,-80.7
245.97,,-248,176,-1012,,,15.9,-62.85,-82.95
246.01,,-232,136,-996,,,15.6,-63.45,-82.95
246.04,,-248,176,-992,,,17.1,-65.7,-83.85
246.08,,-292,204,-996,,,17.7,-66.3,-84.6
246.12,,-288,236,-952,,,18,-67.65,-83.7
246.15,,-308,252,-944,,,17.55,-68.55,-84.9
246.22,,-320,244,-924,,,18.3,-70.05,-86.4
246.26,,-344,256,-920,,,19.05,-71.55,-86.4
246.30,,-340,264,-884,,,19.2,-72,-86.7
246.33,,-308,320,-896,,,19.5,-73.05,-88.35
246.37,,-352,292,-876,,,20.25,-74.1,-89.1
246.41,,-368,332,-880,,,19.2,-75.15,-89.25
246.44,,-364,392,-848,,,19.95,-75.45,-89.4
246.52,,-348,376,-844,,,19.95,-75.9,-90.6
246.55,,-360,308,-860,,,20.55,-78.3,-91.65
246.59,,-376,440,-868,,,21.15,-78,-92.1
246.62,,-384,440,-856,,,21,-78.15,-91.8
246.66,,-392,436,-868,,,21.9,-78.9,-92.85
246.70,,-396,404,-812,,,20.85,-79.8,-91.95
246.77,,-428,212,-852,,,21.75,-79.05,-91.8
246.80,,-420,436,-864,,,21.75,-78.45,-91.05
246.84,,-440,392,-852,,,21.45,-76.2,-90.3
246.88,,-492,296,-924,,,21.9,-75.9,-88.5
246.91,,-436,272,-900,,,22.65,-74.4,-87.3
246.95,,-496,320,-908,,,22.5,-72.75,-85.8
247.02,,-520,192,-856,,,24.15,-69.6,-82.95
247.06,,-544,168,-924,,,24.9,-66.75,-82.5
247.10,,-584,116,-876,,,25.5,-66.6,-80.7
247.13,,-600,192,-852,,,26.25,-65.25,-79.05
247.17,,-612,144,-820,,,26.25,-62.55,-78.3
247.20,,-604,68,-876,,,28.65,-61.2,-76.95
247.28,,-668,68,-824,,,29.55,-57.3,-74.85
247.31,,-660,0,-812,,,29.55,-55.95,-73.2
247.35,,-648,-72,-796,,,30.6,-53.25,-72.75
247.38,,-676,-16,-812,,,32.7,-53.7,-72.3
247.42,,-732,-68,-772,,,32.4,-50.55,-71.55
247.46,,-712,-16,-748,,,32.55,-49.95,-71.55
247.53,,-716,-20,-740,,,34.05,-47.25,-70.05
247.57,,-732,-180,-708,,,34.35,-46.35,-69.45
247.60,,-724,-348,-688,,,34.95,-45.15,-69.9
247.64,,-752,-68,-692,,,34.8,-43.8,-69
247.68,,-780,-136,-656,,,35.7,-41.85,-68.4
247.71,,-772,-240,-604,,,36.9,-41.25,-68.7
247.78,,-784,-280,-608,,,36.75,-39,-68.4
247.82,,-772,-220,-612,,,37.2,-39.15,-67.8
247.86,,-800,-372,-548,,,38.4,-37.35,-67.65
247.89,,-832,-272,-540,,,38.1,-36.9,-66.9
247.93,,-788,-252,-556,,,39.15,-36.15,-68.4
247.96,,-800,-232,-528,,,40.2,-35.55,-67.65
248.04,,-860,-324,-480,,,40.5,-33.3,-68.1
248.07,,-836,-436,-472,,,41.7,-34.05,-68.4
248.11,,-836,-296,-472,,,41.85,-33.15,-69.15
248.14,,-876,-208,-452,,,41.4,-32.85,-67.95
248.18,,-856,-232,-448,,,42.6,-32.4,-69.3
248.22,,-940,-284,-416,,,42.75,-31.35,-69.15
248.29,,-852,-556,-364,,,43.35,-29.7,-69.75
248.33,,-924,-260,-448,,,43.65,-28.8,-70.05
248.36,,-840,-384,-324,,,44.7,-29.1,-71.1
248.40,,-872,-396,-392,,,45.3,-27.6,-70.8
248.44,,-924,-540,-348,,,44.1,-28.2,-70.05
248.47,,-920,-508,-300,,,46.05,-28.5,-70.8
248.54,,-844,-104,-308,,,45.6,-29.1,-71.85
248.58,,-844,-300,-320,,,46.65,-28.05,-72.45
248.62,,-900,-496,-300,,,47.1,-28.35,-72.3
248.65,,-944,-340,-292,,,47.25,-28.2,-72.75
248.69,,-900,-188,-300,,,47.4,-28.05,-72.9
248.76,,-912,-260,-388,,,47.85,-28.35,-72.9
248.80,,-996,-340,-348,,,48.9,-27.6,-73.95
248.83,,-968,-172,-284,,,49.95,-28.2,-73.65
248.87,,-972,-168,-368,,,49.2,-29.4,-74.1
248.91,,-956,-164,-292,,,49.05,-29.85,-74.85
248.94,,-944,-296,-268,,,50.1,-28.95,-74.4
249.02,,-992,-248,-216,,,50.4,-28.35,-74.55
249.05,,-972,-288,-212,,,50.55,-28.5,-76.05
249.09,,-976,-240,-240,,,50.25,-27.6,-75.75
249.12,,-996,-264,-244,,,50.1,-27.6,-76.2
249.16,,-1048,-164,-216,,,51.3,-27.15,-76.35
249.20,,-980,-252,-196,,,52.35,-27.15,-78.15
249.38,,-984,-196,-164,,,52.65,-28.65,-79.35
249.42,,-984,-188,-164,,,52.65,-28.35,-79.05
249.46,,-1012,-156,-168,,,52.8,-28.5,-79.65
249.49,,-1020,-152,-180,,,53.55,-28.35,-80.1
249.53,,-976,-136,-168,,,54,-29.1,-79.5
249.56,,-984,-220,-152,,,54,-28.95,-80.7
249.64,,-964,-164,-120,,,54,-30.15,-81.3
249.68,,-948,-80,-112,,,54.45,-30.45,-81
249.71,,-960,-108,-144,,,54.75,-29.85,-81.15
249.75,,-1004,-132,-160,,,55.35,-30.3,-81.9
249.78,,-1008,-72,-140,,,54.6,-30.6,-81.75
249.82,,-1008,-112,-124,,,55.2,-31.05,-82.35
249.89,,-1052,4,-140,,,54.9,-31.35,-82.5
249.93,,-1004,-16,-132,,,55.65,-31.05,-82.2
249.96,,-1028,-132,-112,,,55.35,-31.35,-83.1
250.00,,-1040,-144,-128,,,56.25,-31.8,-82.5
250.04,,-1020,-88,-128,,,56.55,-31.8,-83.1
250.07,,-1016,-48,-104,,,56.7,-31.65,-84
250.14,,-1036,-4,-120,,,55.95,-32.7,-84.15
250.18,,-1028,-32,-92,,,57.15,-31.95,-83.1
250.22,,-1032,-76,-88,,,56.25,-30.9,-83.85
250.25,,-1000,-56,-128,,,57.15,-31.05,-83.7
250.29,,-1008,-152,-128,,,57.15,-31.35,-84
250.33,,-1016,8,-108,,,57.45,-31.05,-85.2
250.40,,-996,-12,-100,,,56.85,-31.8,-84.6
250.44,,-1024,-20,-76,,,56.85,-31.8,-84.6
250.47,,-984,-52,-108,,,57.9,-31.65,-84.3
250.51,,-996,-80,-100,,,56.85,-32.1,-84.9
250.54,,-964,-128,-72,,,56.7,-32.25,-85.05
250.58,,-948,-72,-140,,,57.3,-31.65,-83.55
250.65,,-964,64,-116,,,55.95,-33.15,-82.65
250.69,,-1044,40,-176,,,56.7,-32.85,-81.6
250.72,,-1008,-40,-152,,,56.85,-33,-82.05
250.76,,-1068,20,-148,,,57,-33.45,-82.65
250.80,,-1088,28,-256,,,55.65,-31.95,-81.45
250.83,,-1156,56,-136,,,55.8,-31.95,-81.9
250.91,,-1124,-184,-196,,,56.4,-32.1,-82.05
250.94,,-1080,-104,-156,,,56.55,-31.65,-82.35
250.98,,-976,-88,-196,,,56.25,-31.65,-81.3
251.02,,-940,68,-188,,,56.1,-32.25,-81.45
251.05,,-944,-144,-196,,,55.8,-31.2,-81
251.09,,-972,32,-264,,,56.7,-30.75,-81.9
251.16,,-976,-104,-212,,,55.05,-28.65,-80.4
251.20,,-964,-220,-176,,,54.3,-29.25,-81
251.23,,-984,-144,-124,,,55.05,-28.95,-80.85
251.27,,-980,-116,-240,,,55.05,-28.05,-81
251.30,,-948,-132,-188,,,55.35,-29.4,-81.15
251.34,,-972,-148,-152,,,55.05,-27.9,-81.6
251.41,,-972,-84,-144,,,55.5,-28.65,-82.05
251.45,,-980,-256,-64,,,55.65,-27.75,-81.15
251.48,,-1024,-72,-136,,,54.9,-27.15,-81.9
251.52,,-996,-208,-112,,,54.6,-27.6,-80.7
251.56,,-980,-148,-108,,,54.3,-27.6,-81.15
251.60,,-996,-156,-84,,,54.75,-26.4,-80.7
251.67,,-992,-164,-112,,,53.55,-26.4,-81
251.70,,-980,-148,-116,,,53.25,-26.7,-80.55
251.74,,-1004,-208,-120,,,54,-27.3,-79.5
251.78,,-1016,-196,-84,,,52.95,-27,-79.8
251.81,,-972,-200,-96,,,53.4,-27.9,-80.1
251.85,,-996,-160,-124,,,53.25,-26.85,-79.8
251.92,,-976,-164,-72,,,53.55,-27.9,-79.65
251.96,,-992,-192,-100,,,53.7,-27.45,-79.5
251.99,,-984,-252,-108,,,53.55,-28.05,-79.65
252.03,,-976,-148,-104,,,54.15,-28.2,-79.95
252.06,,-972,-228,-84,,,52.35,-28.65,-80.4
252.10,,-992,-284,-80,,,54.75,-27.6,-81.3
252.17,,-996,-216,-56,,,54.75,-28.95,-81.6
252.21,,-996,-256,-80,,,53.7,-28.65,-82.35
252.25,,-1032,-132,-60,,,54.6,-29.4,-82.05
252.28,,-1036,-164,-28,,,54.9,-30.3,-82.65
252.32,,-976,-168,-56,,,54.15,-29.7,-83.25
252.36,,-1084,-148,-28,,,54.45,-29.4,-82.8
252.43,,-1036,-212,-28,,,54.3,-29.4,-82.95
252.46,,-1024,-264,12,,,55.2,-29.25,-83.7
252.50,,-1036,-152,-28,,,55.2,-30.15,-83.85
252.54,,-984,-200,-64,,,55.5,-30,-83.55
252.57,,-1056,-212,-44,,,55.05,-28.95,-83.25
252.61,,-984,-160,-52,,,55.95,-28.5,-82.5
252.68,,-996,-192,28,,,56.1,-28.8,-83.7
252.72,,-1032,-152,-56,,,55.95,-29.1,-83.7
252.75,,-1040,-268,44,,,56.1,-27.9,-84.45
252.79,,-996,-200,4,,,54.9,-27.45,-85.2
252.83,,-1012,-88,40,,,55.05,-27.15,-85.05
252.86,,-1056,-236,76,,,54.9,-27.6,-85.8
252.94,,-996,-232,-100,,,56.25,-28.05,-86.7
252.97,,-804,-256,-12,,,56.4,-27.3,-87.6
253.01,,-956,-140,32,,,56.55,-28.05,-87.75
253.04,,-976,-260,64,,,56.4,-27.15,-88.5
253.08,,-1044,-56,176,,,57.45,-26.7,-89.55
253.12,,-968,-212,-44,,,57.15,-27.3,-89.4
253.19,,-1048,-180,68,,,57.6,-27,-90.9
253.23,,-1008,-144,36,,,57.9,-27.45,-90.75
253.26,,-1028,-132,36,,,57.75,-27.6,-90.9
253.30,,-1012,-120,28,,,57.45,-27.15,-91.05
253.33,,-1008,-80,24,,,58.5,-27.6,-91.65
253.37,,-1036,-160,52,,,58.05,-28.65,-91.8
253.55,,-1056,-80,104,,,58.5,-29.85,-92.55
253.58,,-1116,-68,124,,,58.5,-29.7,-91.8
253.62,,-936,-24,64,,,58.35,-29.55,-92.85
253.66,,-992,-48,12,,,58.8,-30.45,-91.5
253.69,,-1016,-80,-4,,,58.2,-31.35,-92.1
253.73,,-1048,-20,16,,,58.05,-30.3,-91.5
253.80,,-1012,-68,-24,,,57.6,-30.15,-90.15
253.84,,-1068,-44,-8,,,57.9,-29.7,-89.1
253.87,,-960,76,-180,,,57.6,-30.9,-88.35
253.91,,-1012,-48,-44,,,58.5,-30.9,-88.2
253.94,,-1028,-32,-160,,,57.9,-31.05,-86.55
253.98,,-988,-40,-124,,,55.8,-30.6,-85.65
254.05,,-1024,-4,-136,,,57.3,-31.35,-88.05
254.09,,-1164,-80,-68,,,58.35,-31.8,-89.1
254.12,,-1140,-40,-12,,,58.2,-32.4,-89.7
254.16,,-956,-36,-12,,,58.5,-32.25,-90.45
254.20,,-1040,-4,4,,,58.65,-32.7,-90.15
254.24,,-1056,-40,-24,,,57.6,-33,-90.45
254.27,,-984,-32,-8,,,57.9,-32.1,-90.45
254.34,,-1184,-124,132,,,58.5,-33.15,-90.3
254.38,,-952,-4,4,,,58.65,-33.45,-90
254.42,,-1008,-76,12,,,58.8,-33.9,-89.7
254.45,,-1020,24,-48,,,58.65,-32.4,-91.2
254.49,,-1028,192,72,,,58.95,-32.25,-90.9
254.52,,-1052,0,56,,,58.8,-32.7,-91.8
254.60,,-1060,28,56,,,58.35,-32.55,-90.75
254.63,,-1028,-16,12,,,59.25,-31.8,-90.9
254.67,,-1028,-44,20,,,58.95,-33.15,-91.35
254.70,,-1016,-16,24,,,59.1,-32.25,-91.05
254.74,,-988,-92,12,,,58.95,-31.65,-91.05
254.78,,-1060,-36,28,,,58.65,-31.65,-91.05
254.85,,-1036,-28,40,,,59.55,-33,-91.8
254.89,,-1040,-64,-28,,,58.05,-32.55,-91.5
254.92,,-1004,-8,20,,,58.35,-32.4,-90.9
254.96,,-1048,60,20,,,58.35,-32.55,-90.15
255.00,,-1024,-44,-32,,,58.35,-32.1,-89.85
255.03,,-1072,8,-28,,,59.25,-31.95,-90.3
255.11,,-1044,-172,40,,,58.95,-33.6,-90.9
255.14,,-1028,-60,8,,,57.3,-33.15,-90.45
255.18,,-1036,12,16,,,58.8,-33.15,-91.5
255.21,,-1028,56,24,,,58.2,-34.05,-90.3
255.25,,-1080,-60,32,,,57.9,-33,-90.45
255.28,,-1052,60,-60,,,58.65,-33.6,-90
255.32,,-1024,-4,-32,,,58.05,-34.05,-90.15
255.39,,-1048,-160,16,,,57.75,-32.85,-89.1
255.43,,-1032,-104,40,,,57.75,-33.9,-89.25
255.47,,-1012,16,72,,,58.95,-35.1,-88.35
255.50,,-976,24,60,,,58.5,-35.25,-87.45
255.54,,-964,60,36,,,57.15,-36.9,-87.15
255.58,,-988,64,4,,,56.55,-37.2,-86.25
255.65,,-1028,64,-28,,,57.9,-38.1,-88.2
255.68,,-1036,40,4,,,57.15,-38.1,-87.75
255.72,,-1052,80,-68,,,57.6,-39.3,-87.9
255.76,,-1088,72,-56,,,57,-39.15,-88.5
255.79,,-1040,-44,48,,,58.65,-39.45,-89.4
255.83,,-1040,28,-4,,,58.8,-39.9,-88.95
255.90,,-1024,56,48,,,59.25,-40.2,-90.3
255.94,,-1004,164,-8,,,58.65,-40.95,-89.1
255.97,,-992,132,84,,,58.35,-41.25,-89.4
256.01,,-944,140,4,,,58.95,-41.1,-90.3
256.04,,-956,92,24,,,59.25,-40.65,-89.4
256.08,,-972,152,-60,,,58.2,-40.95,-89.25
256.12,,-1016,136,-64,,,58.35,-38.85,-89.25
256.19,,-1032,8,-284,,,58.5,-39.6,-89.55
256.23,,-1028,60,-344,,,57.45,-37.95,-88.35
256.26,,-1112,28,-116,,,58.35,-37.05,-88.95
256.30,,-1284,56,-64,,,58.05,-36.45,-89.1
256.34,,-1228,24,-156,,,57.75,-36,-89.7
256.37,,-1340,-4,-24,,,58.2,-37.8,-89.55
256.44,,-936,104,-256,,,58.65,-39,-89.25
256.48,,-764,8,-136,,,58.5,-39,-90.15
256.52,,-904,4,-220,,,58.05,-39.75,-88.05
256.55,,-984,96,-36,,,57.9,-40.5,-87.75
256.59,,-896,64,-132,,,58.05,-40.65,-87.45
256.62,,-872,108,-160,,,56.55,-40.8,-86.55
256.70,,-880,112,-120,,,57.6,-40.95,-86.7
256.73,,-860,208,-108,,,56.55,-41.7,-86.25
256.77,,-880,24,-152,,,57,-40.95,-86.7
256.81,,-1032,88,-92,,,56.25,-41.25,-85.05
256.84,,-960,156,-48,,,56.4,-41.1,-85.65
256.88,,-1036,24,-160,,,57,-40.05,-86.7
256.95,,-976,56,-96,,,57.15,-38.55,-86.85
256.99,,-1060,160,-92,,,57.3,-38.85,-86.85
257.02,,-1132,-20,-124,,,56.7,-37.95,-86.7
257.06,,-1064,-56,-108,,,57.45,-38.1,-86.4
257.10,,-1072,40,-144,,,56.4,-36.75,-86.7
257.13,,-1140,124,-164,,,56.7,-35.4,-85.95
257.20,,-1160,-164,-196,,,56.4,-34.35,-85.8
257.24,,-1304,-108,-176,,,56.25,-34.05,-86.1
257.28,,-1204,32,-112,,,57.45,-35.1,-85.65
257.31,,-1144,-36,-136,,,56.55,-34.2,-86.25
257.35,,-1092,-4,-224,,,56.7,-33.45,-86.7
257.39,,-984,-12,-144,,,56.55,-34.5,-86.25
257.46,,-944,-60,-152,,,56.7,-35.7,-85.5
257.50,,-992,-4,-176,,,57,-35.4,-85.8
257.53,,-996,0,-128,,,58.2,-37.5,-87.45
257.57,,-1012,-12,-164,,,57.45,-38.55,-86.55
257.60,,-864,20,-160,,,57.75,-38.55,-86.55
257.64,,-816,80,-136,,,55.8,-39.6,-85.95
257.83,,-1000,88,-132,,,57.15,-38.4,-86.4
257.86,,-1008,84,-112,,,58.2,-39,-86.85
257.90,,-1052,88,-124,,,57.15,-38.25,-88.35
257.94,,-1040,48,-100,,,57.6,-39.75,-87
257.97,,-1040,108,-60,,,57.75,-39.6,-89.1
258.01,,-980,80,-60,,,57.6,-40.35,-89.1
258.08,,-1020,76,-24,,,58.8,-40.35,-90.45
258.12,,-1044,36,-20,,,58.65,-40.5,-91.2
258.15,,-992,132,-56,,,58.65,-40.35,-91.95
258.19,,-1028,32,72,,,59.1,-41.25,-91.2
258.23,,-1020,116,-64,,,59.4,-40.65,-92.25
258.26,,-1052,200,-132,,,58.95,-38.55,-90.9
258.34,,-1100,112,-20,,,59.4,-37.8,-91.35
258.37,,-1096,204,-72,,,59.25,-38.25,-92.25
258.41,,-1028,228,-152,,,60.15,-37.5,-91.8
258.44,,-1120,152,-124,,,59.85,-35.1,-92.4
258.48,,-1036,80,4,,,58.8,-33.6,-91.5
258.52,,-1036,8,-168,,,58.8,-31.65,-91.8
258.59,,-1096,64,-320,,,57,-30.3,-89.85
258.62,,-1040,96,-296,,,56.4,-29.55,-91.8
258.66,,-940,80,-320,,,56.7,-27.9,-93.45
258.70,,-864,64,-348,,,57,-26.25,-97.35
258.73,,-932,88,-284,,,57.3,-25.8,-99.3
258.77,,-968,-36,-108,,,57.6,-27.15,-104.85
258.81,,-976,-56,-196,,,58.65,-27.9,-107.7
258.88,,-852,-140,-336,,,59.55,-33.15,-109.95
258.92,,-872,92,-348,,,61.05,-35.7,-110.1
258.95,,-912,-36,-516,,,61.35,-39.6,-106.2
258.99,,-776,-108,-680,,,62.1,-42.3,-104.55
259.02,,-712,-28,-720,,,60.75,-43.2,-100.65
259.08,,-632,104,-856,,,59.55,-44.4,-94.8
259.12,,-360,108,-804,,,55.2,-47.25,-87.45
259.16,,-216,176,-940,,,52.65,-47.7,-80.55
259.20,,-76,220,-804,,,48.9,-48,-78.75
259.23,,280,120,-900,,,39.6,-51.45,-73.95
259.27,,708,336,-752,,,26.4,-55.65,-73.95
259.30,,1204,-12,-552,,,11.4,-57.75,-80.4
259.38,,772,176,-148,,,-5.4,-60.15,-96.9
259.41,,1164,172,96,,,-6.6,-62.4,-101.4
259.45,,1088,328,180,,,-8.25,-63.3,-106.8
259.49,,980,0,200,,,-9.3,-63.9,-109.8
259.52,,1076,132,216,,,-9.9,-64.35,-111.9
259.56,,1012,-160,292,,,-10.2,-65.4,-115.05
259.63,,960,248,328,,,-10.35,-66.75,-118.2
259.67,,1044,196,292,,,-10.65,-67.05,-118.65
259.70,,976,336,416,,,-10.95,-69,-120
259.74,,836,252,368,,,-11.55,-68.4,-121.5
259.78,,936,392,360,,,-9.9,-71.1,-123.75
259.81,,984,268,288,,,-11.25,-73.8,-127.5
259.88,,992,148,380,,,-9.75,-77.4,-132.15
259.92,,972,340,388,,,-10.05,-78.15,-134.85
259.96,,1164,-100,352,,,-9.75,-79.95,-137.55
259.99,,1100,124,408,,,-8.7,-80.25,-138.15
260.03,,948,344,452,,,-8.85,-81.45,-140.1
260.07,,1004,296,452,,,-8.7,-82.2,-143.1
260.14,,856,392,496,,,-7.8,-84.15,-146.55
260.18,,888,-40,476,,,-7.95,-83.1,-147.9
260.21,,828,64,444,,,-7.2,-84.6,-148.35
260.25,,900,256,460,,,-7.8,-84.6,-148.8
260.28,,896,-4,460,,,-7.8,-84.9,-148.65
260.32,,760,-4,420,,,-8.25,-84.9,-147.15
260.39,,884,-64,376,,,-9.15,-82.35,-144.75
260.43,,912,-128,336,,,-8.25,-80.4,-142.65
260.46,,988,-268,292,,,-9.6,-79.35,-139.5
260.50,,1048,-148,316,,,-10.35,-77.4,-137.1
260.54,,1164,-512,220,,,-10.65,-76.65,-134.85
260.57,,1244,-384,276,,,-11.25,-74.4,-133.2
260.64,,1064,264,344,,,-11.55,-70.5,-131.1
260.68,,884,-28,564,,,-11.55,-73.5,-135.3
260.72,,828,-64,532,,,-9.15,-76.95,-144.9
260.76,,820,-204,540,,,-7.65,-78.6,-151.65
260.79,,768,-136,736,,,-6,-79.35,-157.05
260.83,,708,-112,736,,,-4.2,-76.95,-160.8
260.90,,636,572,1268,,,-0.3,-73.35,-162.9
260.94,,544,-292,676,,,1.05,-66.3,-162.45
260.97,,360,-584,732,,,2.1,-56.55,-157.65
261.01,,312,-556,692,,,3.6,-49.95,-153.75
261.04,,400,-656,712,,,4.5,-43.05,-150.15
261.08,,276,-768,476,,,6,-37.35,-145.2
261.15,,244,-796,444,,,6.75,-33.6,-143.25
261.19,,288,-824,488,,,6.15,-32.55,-142.2
261.22,,288,-812,496,,,5.25,-31.35,-140.25
261.26,,364,-828,420,,,5.1,-29.7,-139.05
261.30,,348,-888,436,,,4.35,-28.35,-137.85
261.34,,348,-888,300,,,3.9,-27.3,-136.05
261.41,,380,-940,348,,,4.05,-25.65,-136.2
261.44,,428,-804,268,,,5.25,-21.9,-133.2
261.48,,296,-984,376,,,8.1,-18.9,-130.95
261.52,,264,-688,188,,,12.45,-15,-129
261.55,,364,-568,144,,,20.7,-9.3,-124.5
261.59,,372,-768,108,,,29.1,-3.45,-115.5
261.62,,-60,-644,-108,,,38.1,1.05,-101.25
261.70,,-552,-740,-424,,,52.2,-4.05,-85.05
261.73,,-636,-248,-556,,,59.85,-15.9,-84.15
261.77,,-792,16,-616,,,64.5,-27.75,-88.05
261.80,,-872,208,-600,,,66.75,-42,-93.6
261.84,,-1292,312,-844,,,68.25,-56.1,-103.35
261.88,,-880,1020,-756,,,68.4,-68.4,-112.5
262.05,,-124,596,228,,,53.7,-110.85,-143.4
262.09,,348,216,-412,,,41.85,-120.9,-147.3
262.13,,260,1284,-380,,,31.8,-124.2,-143.55
262.16,,396,504,-48,,,28.95,-124.2,-140.4
262.20,,424,664,-808,,,24.6,-123,-140.85
262.24,,512,644,-584,,,23.4,-122.7,-136.5
262.31,,596,688,-664,,,25.8,-119.25,-130.8
262.34,,452,968,-288,,,27.45,-117.75,-126.9
262.38,,668,592,-588,,,27.15,-117,-126
262.42,,656,660,-544,,,25.65,-115.65,-123.75
262.45,,424,912,-472,,,28.2,-114.75,-122.7
262.49,,616,844,-340,,,29.4,-115.05,-121.35
262.56,,604,940,-512,,,32.4,-117.3,-125.25
262.60,,484,876,-396,,,34.95,-112.95,-117.75
262.63,,204,876,-424,,,37.65,-108.6,-112.35
262.67,,380,884,-608,,,38.1,-109.05,-112.95
262.70,,332,900,-512,,,37.95,-108.45,-112.05
262.76,,152,908,-476,,,39.3,-104.25,-106.8
262.81,,332,680,-768,,,37.8,-105.75,-105.6
262.84,,268,988,-812,,,35.55,-105.9,-104.85
262.88,,388,700,-596,,,34.5,-105,-102.6
262.92,,420,744,-792,,,33.9,-104.1,-102.3
262.95,,476,696,-540,,,32.55,-103.8,-98.7
262.99,,424,688,-728,,,30,-100.05,-93.15
263.06,,392,780,-820,,,29.7,-97.35,-88.95
263.10,,580,516,-812,,,26.7,-92.85,-82.05
263.13,,660,440,-680,,,26.7,-91.5,-81.15
263.17,,648,384,-744,,,24.6,-87.75,-77.25
263.20,,540,460,-860,,,22.5,-85.95,-74.55
263.24,,632,200,-852,,,21.6,-85.8,-73.95
263.31,,760,200,-648,,,15.9,-86.4,-73.05
263.35,,628,196,-768,,,15.45,-88.35,-75
263.39,,684,96,-960,,,16.35,-91.35,-75.6
263.43,,492,72,-540,,,19.35,-88.5,-71.1
263.46,,404,180,-864,,,18.45,-90.6,-71.4
263.50,,376,164,-796,,,22.65,-95.4,-73.65
263.57,,356,316,-1036,,,25.95,-98.85,-75.45
263.60,,436,196,-840,,,25.8,-98.25,-73.5
263.64,,420,400,-1004,,,27.15,-98.1,-71.85
263.68,,412,100,-784,,,27.75,-96,-69.75
