7 0 -16 -27 -44 -45 -49 -48 -48 -43 -30 -35 -35 -31 -32 -34
-48 -43 -30 -35 -35 -31 -32 -34 -39 -39 -39 -39 -40 -40 -40 -39
-39 -39 -39 -39 -40 -40 -40 -39 -39 -39 -40 -40 -42 -42 -41 -41
-39 -39 -40 -40 -42 -42 -41 -41 -41 -40 -39 -38 -38 -37 -38 -38
-41 -40 -39 -38 -38 -37 -38 -38 -38 -38 -37 -37 -38 -39 -40 -40
-38 -38 -37 -37 -38 -39 -40 -40 -40 -40 -40 -40 -40 -40 -41 -41
-40 -40 -40 -40 -40 -40 -41 -41 -40 -41 -41 -41 -41 -41 -41 -41
-40 -41 -41 -41 -41 -41 -41 -41 -41 -41 -41 -41 -41 -41 -41 -41
-41 -41 -41 -41 -41 -41 -41 -41 -41 -41 -41 -41 -41 -40 -40 -41
-41 -41 -41 -41 -41 -40 -40 -41 -40 -40 -41 -42 -42 -43 -43 -42
-40 -40 -41 -42 -42 -43 -43 -42 -42 -41 -41 -41 -42 -42 -41 -41
-42 -41 -41 -41 -42 -42 -41 -41 -41 -40 -40 -40 -39 -40 -40 -40
-41 -40 -40 -40 -39 -40 -40 -40 -40 -40 -40 -41 -41 -41 -41 -41
-40 -40 -40 -41 -41 -41 -41 -41 -41 -40 -40 -40 -40 -40 -40 -40
-41 -40 -40 -40 -40 -40 -40 -40 -40 -40 -40 -39 -39 -40 -39 -39
-40 -40 -40 -39 -39 -40 -39 -39 -39 -39 -39 -39 -38 -38 -38 -38
-39 -39 -39 -39 -38 -38 -38 -38 -38 -38 -38 -38 -38 -38 -38 -38
-38 -38 -38 -38 -38 -38 -38 -38 -39 -38 -38 -39 -38 -39 -38 -39
-39 -38 -38 -39 -38 -39 -38 -39 -39 -39 -39 -39 -39 -39 -39 -39
-39 -39 -39 -39 -39 -39 -39 -39 -39 -39 -39 -44 -46 -49 -54 -54
-39 -39 -39 -44 -46 -49 -54 -54 -53 -55 -56 -56 -59 -59 -55 -55
-53 -55 -56 -56 -59 -59 -55 -55 -58 -60 -60 -57 -56 -56 -56 -56
-58 -60 -60 -57 -56 -56 -56 -56 -56 -56 -56 -56 -57 -58 -57 -55
-56 -56 -56 -56 -57 -58 -57 -55 -53 -53 -53 -53 -54 -55 -58 -62
-53 -53 -53 -53 -54 -55 -58 -62 -63 -62 -63 -61 -59 -57 -63 -59
-63 -62 -63 -61 -59 -57 -63 -59 -52 -49 -42 -37 -33 -35 -33 -28
