16 0.0 0.6 93.82716049382715 
16 0.0 0.7 98.34710812765705 
16 0.0 0.8 100.0 
16 0.0 0.9 100.0 
16 0.1 0.6 93.6046511627907 
16 0.1 0.7 98.44961240310077 
16 0.1 0.8 98.83720930232558 
16 0.1 0.9 100.0 
16 0.2 0.6 92.46231155778895 
16 0.2 0.7 97.31543624161074 
16 0.2 0.8 100.0 
16 0.2 0.9 100.0 
16 0.3 0.6 92.09302336670632 
16 0.3 0.7 99.38271604938271 
16 0.3 0.8 99.07407407407408 
16 0.3 0.9 100.0 
16 0.4 0.6 94.18604651162791 
16 0.4 0.7 96.3917525773196 
16 0.4 0.8 98.44961240310077 
16 0.4 0.9 98.46153846153847 
16 0.5 0.6 86.99690404322126 
16 0.5 0.7 98.7603309725927 
16 0.5 0.8 99.38271546069487 
16 0.5 0.9 98.76543217235141 
16 0.6 0.6 95.39295418798763 
16 0.6 0.7 97.83393506108638 
16 0.6 0.8 98.9189193699811 
16 0.6 0.9 97.84946307059256 
16 0.7 0.6 93.6046511627907 
16 0.7 0.7 98.1912144779851 
16 0.7 0.8 98.83720930232558 
16 0.7 0.9 97.67441860465115 
16 0.8 0.6 96.12403101237246 
16 0.8 0.7 98.76033072629251 
16 0.8 0.8 98.76160991634747 
16 0.8 0.9 97.53086368242899 
16 0.9 0.6 92.94026377152065 
16 0.9 0.7 96.27714581641195 
16 0.9 0.8 95.96899225037228 
16 0.9 0.9 95.97523220736915 
32 0.0 0.6 80.24691358024691 
32 0.0 0.7 90.16393423080444 
32 0.0 0.8 97.56097793579102 
32 0.0 0.9 100.0 
32 0.1 0.6 88.8888880941603 
32 0.1 0.7 97.01492537313433 
32 0.1 0.8 100.0 
32 0.1 0.9 100.0 
32 0.2 0.6 97.0 
32 0.2 0.7 98.66666666666667 
32 0.2 0.8 100.0 
32 0.2 0.9 100.0 
32 0.3 0.6 98.23008891755501 
32 0.3 0.7 98.82352948188782 
32 0.3 0.8 98.24561476707458 
32 0.3 0.9 96.55172228813171 
32 0.4 0.6 86.15384615384616 
32 0.4 0.7 96.90721747801476 
32 0.4 0.8 96.92307692307692 
32 0.4 0.9 96.96969985961914 
32 0.5 0.6 90.12345686370944 
32 0.5 0.7 98.34710778283679 
32 0.5 0.8 98.76543217235141 
32 0.5 0.9 97.56097793579102 
32 0.6 0.6 92.9648241505551 
32 0.6 0.7 97.98657722121116 
32 0.6 0.8 98.99999952316284 
32 0.6 0.9 98.00000190734863 
32 0.7 0.6 89.92248062015504 
32 0.7 0.7 95.87628865979381 
32 0.7 0.8 96.89922480620154 
32 0.7 0.9 95.38461538461539 
32 0.8 0.6 93.76693778244784 
32 0.8 0.7 97.47292427379732 
32 0.8 0.8 97.29729658848531 
32 0.8 0.9 94.6236567471617 
32 0.9 0.6 92.7131782968839 
32 0.9 0.7 97.314049783817 
32 0.9 0.8 96.59442725380877 
32 0.9 0.9 95.06172802713182 
48 0.0 0.6 85.18518805503845 
48 0.0 0.7 97.56097793579102 
48 0.0 0.8 100.0 
48 0.0 0.9 100.0 
48 0.1 0.6 96.61017060279846 
48 0.1 0.7 95.55555582046509 
48 0.1 0.8 100.0 
48 0.1 0.9 100.0 
48 0.2 0.6 94.0298508352308 
48 0.2 0.7 95.99999785423279 
48 0.2 0.8 94.11764740943909 
48 0.2 0.9 94.11764740943909 
48 0.3 0.6 96.05263157894737 
48 0.3 0.7 98.24561476707458 
48 0.3 0.8 97.36841917037964 
48 0.3 0.9 100.0 
48 0.4 0.6 97.77777698304918 
48 0.4 0.7 95.52238814866365 
48 0.4 0.8 97.77777791023254 
48 0.4 0.9 95.652174949646 
48 0.5 0.6 84.25926036304898 
48 0.5 0.7 97.53086427111684 
48 0.5 0.8 98.14814925193787 
48 0.5 0.9 96.29629850387573 
48 0.6 0.6 93.84615384615384 
48 0.6 0.7 96.90721741656667 
48 0.6 0.8 93.84615384615384 
48 0.6 0.9 93.9393937587738 
48 0.7 0.6 90.69767414137374 
48 0.7 0.7 98.44961240310077 
48 0.7 0.8 97.67441929772843 
48 0.7 0.9 95.34883499145508 
48 0.8 0.6 93.4108527131783 
48 0.8 0.7 97.42268041237114 
48 0.8 0.8 96.12403100775194 
48 0.8 0.9 93.84615384615384 
48 0.9 0.6 92.24806201550388 
48 0.9 0.7 96.8992248139024 
48 0.9 0.8 96.12403100775194 
48 0.9 0.9 93.02325581395348 
64 0.0 0.6 73.17073345184326 
64 0.0 0.7 90.32257795333862 
64 0.0 0.8 95.23809552192688 
64 0.0 0.9 100.0 
64 0.1 0.6 88.88888955116272 
64 0.1 0.7 85.29411554336548 
64 0.1 0.8 95.652174949646 
64 0.1 0.9 91.66666865348816 
64 0.2 0.6 98.00000190734863 
64 0.2 0.7 100.0 
64 0.2 0.8 100.0 
64 0.2 0.9 100.0 
64 0.3 0.6 98.2758641242981 
64 0.3 0.7 97.72727489471436 
64 0.3 0.8 96.55172228813171 
64 0.3 0.9 93.33333373069763 
64 0.4 0.6 94.0298508352308 
64 0.4 0.7 93.99999976158142 
64 0.4 0.8 94.11764740943909 
64 0.4 0.9 94.11764740943909 
64 0.5 0.6 79.01234589977028 
64 0.5 0.7 95.08196711540222 
64 0.5 0.8 97.56097793579102 
64 0.5 0.9 95.23809552192688 
64 0.6 0.6 92.99999904632568 
64 0.6 0.7 97.33333373069763 
64 0.6 0.8 95.99999785423279 
64 0.6 0.9 95.99999785423279 
64 0.7 0.6 96.15384615384616 
64 0.7 0.7 96.90721741656667 
64 0.7 0.8 95.38461538461539 
64 0.7 0.9 90.90909361839294 
64 0.8 0.6 93.9698492612072 
64 0.8 0.7 97.31543640162322 
64 0.8 0.8 96.00000023841858 
64 0.8 0.9 92.00000166893005 
64 0.9 0.6 94.3089433317262 
64 0.9 0.7 94.22382688694482 
64 0.9 0.8 95.13513510291641 
64 0.9 0.9 91.39784856509137 
80 0.0 0.6 90.90909361839294 
80 0.0 0.7 95.99999785423279 
80 0.0 0.8 100.0 
80 0.0 0.9 100.0 
80 0.1 0.6 91.66666865348816 
80 0.1 0.7 92.85714030265808 
80 0.1 0.8 100.0 
80 0.1 0.9 100.0 
80 0.2 0.6 95.12194991111755 
80 0.2 0.7 96.77419066429138 
80 0.2 0.8 100.0 
80 0.2 0.9 100.0 
80 0.3 0.6 89.3617033958435 
80 0.3 0.7 97.14285731315613 
80 0.3 0.8 95.83333134651184 
80 0.3 0.9 91.66666865348816 
80 0.4 0.6 92.59259104728699 
80 0.4 0.7 97.56097793579102 
80 0.4 0.8 88.88888955116272 
80 0.4 0.9 92.85714030265808 
80 0.5 0.6 89.23076923076924 
80 0.5 0.7 95.91836929321289 
80 0.5 0.8 96.96969985961914 
80 0.5 0.9 94.11764740943909 
80 0.6 0.6 96.29629644346825 
80 0.6 0.7 96.72130942344666 
80 0.6 0.8 95.12194991111755 
